Drug1_ID,Drug2_ID,Y,Neg samples
DB00405,DB09118,48,DB00743$h
DB06148,DB00697,69,DB11660$h
DB08906,DB01072,46,DB01284$t
DB00790,DB00179,48,DB00327$t
DB00381,DB00612,48,DB00560$t
DB01708,DB00208,46,DB00330$h
DB00870,DB04552,48,DB00560$t
DB00842,DB01202,48,DB00812$t
DB00814,DB00283,46,DB00313$h
DB01189,DB11609,48,DB01394$t
DB00872,DB00185,72,DB00347$h
DB00933,DB00440,72,DB00347$h
DB00334,DB08912,74,DB01576$h
DB00359,DB00622,46,DB06820$t
DB12532,DB08910,48,DB00374$h
DB00252,DB00531,3,DB09125$t
DB01268,DB00639,46,DB00468$h
DB00692,DB00964,48,DB01182$t
DB00963,DB00310,69,DB00889$t
DB00682,DB05676,5,DB01245$h
DB01261,DB00257,46,DB00242$t
DB00208,DB09330,72,DB04946$t
DB00335,DB00964,48,DB01062$h
DB00390,DB00244,72,DB04842$h
DB13179,DB00285,46,DB00421$h
DB00237,DB00892,48,DB06261$t
DB00728,DB00955,39,DB11915$t
DB00333,DB00927,19,DB01086$t
DB00924,DB01086,48,DB01420$h
DB00615,DB00909,3,DB08958$h
DB00675,DB01167,46,DB05260$t
DB01041,DB08868,33,DB01364$h
DB00210,DB00860,48,DB09082$t
DB00397,DB00214,82,DB06335$t
DB00471,DB00313,46,DB01107$t
DB00605,DB08906,48,DB06287$t
DB01440,DB01242,48,DB00517$t
DB11737,DB12332,46,DB00257$h
DB00216,DB02703,72,DB01111$h
DB01041,DB00398,46,DB06262$h
DB00238,DB00193,69,DB01065$h
DB00514,DB01142,48,DB00697$h
DB01348,DB09212,48,DB00006$h
DB00946,DB00255,11,DB05266$t
DB00188,DB00722,48,DB00281$t
DB00880,DB01149,54,DB00598$h
DB00744,DB00338,46,DB00812$t
DB00475,DB00807,48,DB09042$t
DB01203,DB01250,36,DB00846$t
DB06595,DB00283,46,DB09119$t
DB01154,DB09112,59,DB01176$t
DB01221,DB01151,48,DB04576$h
DB00376,DB00747,48,DB12924$t
DB01380,DB00199,46,DB00611$t
DB05351,DB00736,46,DB00920$t
DB01186,DB00543,36,DB00703$h
DB00652,DB00819,48,DB00438$h
DB01015,DB06290,72,DB01251$t
DB00437,DB00808,85,DB00557$h
DB06589,DB01259,19,DB00844$h
DB00425,DB00408,15,DB00467$t
DB00252,DB01227,3,DB06594$h
DB06228,DB00991,5,DB13872$h
DB08981,DB00999,69,DB01330$h
DB01247,DB00606,59,DB00459$h
DB00991,DB00214,28,DB08826$t
DB00575,DB00905,59,DB00948$t
DB01577,DB00967,75,DB00362$h
DB00735,DB01609,48,DB06774$t
DB08815,DB04876,69,DB00140$h
DB01227,DB01356,48,DB00744$t
DB00433,DB01198,48,DB08815$h
DB00252,DB01395,69,DB00182$h
DB06263,DB00515,56,DB01602$h
DB00443,DB00467,48,DB01219$t
DB00191,DB00501,75,DB06717$h
DB11609,DB00594,48,DB09093$h
DB00175,DB00531,72,DB00712$h
DB01410,DB01137,48,DB09216$h
DB01452,DB01412,48,DB01605$t
DB01201,DB01591,3,DB00537$h
DB09342,DB00765,31,DB01022$t
DB09017,DB06700,48,DB11315$t
DB00312,DB11817,3,DB08918$h
DB00280,DB09080,19,DB01208$h
DB00474,DB01161,48,DB00950$h
DB05351,DB06636,46,DB11106$h
DB05246,DB01241,46,DB00292$t
DB01219,DB01263,46,DB00355$t
DB01030,DB00796,72,DB01046$t
DB06335,DB00270,72,DB00903$t
DB11574,DB00188,46,DB08933$t
DB00906,DB09065,46,DB00162$t
DB01165,DB01623,19,DB09090$h
DB09227,DB08941,48,DB06696$t
DB01082,DB09216,71,DB00565$t
DB00297,DB00321,48,DB00843$h
DB00245,DB01551,48,DB09065$h
DB01132,DB01601,46,DB00752$t
DB00690,DB01224,48,DB00495$t
DB00946,DB00304,11,DB12070$h
DB01221,DB08820,72,DB00481$t
DB09224,DB05246,48,DB00728$h
DB01577,DB00169,46,DB00228$t
DB00870,DB11921,48,DB01208$t
DB01156,DB01254,72,DB06152$h
DB00349,DB04572,46,DB01256$t
DB08860,DB05219,46,DB06781$t
DB00296,DB04572,46,DB00524$t
DB01124,DB00951,46,DB06711$h
DB04839,DB01075,74,DB00795$t
DB00495,DB01263,46,DB00257$h
DB01016,DB08820,72,DB00275$t
DB01015,DB06710,8,DB00613$h
DB04855,DB00501,46,DB00543$t
DB01041,DB00934,15,DB00201$h
DB00207,DB01274,19,DB05109$h
DB00204,DB00916,19,DB03619$t
DB00312,DB06789,3,DB00401$h
DB09053,DB01186,72,DB06480$t
DB00319,DB00428,74,DB00551$h
DB00795,DB08991,48,DB00295$t
DB01248,DB00642,48,DB00581$t
DB01015,DB00220,46,DB00184$t
DB00409,DB00892,48,DB02546$h
DB09075,DB00244,5,DB00924$h
DB01390,DB01260,2,DB01065$h
DB08912,DB01418,74,DB01204$h
DB00757,DB00871,19,DB08872$t
DB01578,DB00812,71,DB01415$h
DB00620,DB01211,46,DB00470$t
DB01409,DB01338,1,DB00273$t
DB00919,DB00210,71,DB00184$h
DB00279,DB08934,74,DB00741$h
DB00408,DB00344,48,DB08827$t
DB01320,DB00890,69,DB00656$h
DB00625,DB00393,74,DB08994$t
DB00712,DB06781,48,DB00855$t
DB01238,DB02703,72,DB00418$h
DB01222,DB01167,72,DB00334$t
DB00780,DB00454,40,DB00979$t
DB00939,DB13167,48,DB00409$h
DB09280,DB00441,74,DB09211$h
DB00458,DB01054,48,DB01575$t
DB09285,DB00337,48,DB00349$h
DB00578,DB01024,10,DB00859$t
DB01409,DB00245,1,DB00258$t
DB00870,DB01384,48,DB01028$t
DB00195,DB00790,48,DB04552$t
DB09295,DB00586,48,DB09076$h
DB00977,DB00705,46,DB04840$t
DB00207,DB00104,19,DB00497$h
DB01626,DB00287,59,DB11235$h
DB06154,DB05266,5,DB00395$h
DB01199,DB00647,48,DB00571$h
DB00779,DB01164,66,DB01083$t
DB08895,DB01214,53,DB00236$h
DB01082,DB00749,71,DB11630$h
DB01223,DB09048,72,DB00919$h
DB01201,DB11613,3,DB06207$h
DB00678,DB04861,48,DB00724$t
DB09352,DB09104,71,DB01095$t
DB01129,DB00203,46,DB00798$h
DB00679,DB00178,48,DB00578$t
DB00788,DB11660,69,DB06716$t
DB00418,DB01016,3,DB01074$h
DB01211,DB00363,19,DB09026$t
DB05676,DB00467,26,DB00392$t
DB00622,DB00774,59,DB01200$t
DB01359,DB05676,36,DB11828$h
DB01065,DB00476,48,DB00752$t
DB00904,DB01026,46,DB01193$h
DB00660,DB08872,48,DB00609$h
DB00604,DB01142,19,DB00861$t
DB09079,DB00773,72,DB01340$h
DB09280,DB05294,74,DB01100$h
DB00482,DB00573,48,DB09218$h
DB00418,DB00402,3,DB00134$h
DB06723,DB01095,74,DB00388$h
DB01253,DB12332,46,DB06603$t
DB00568,DB01403,46,DB00290$h
DB00615,DB06817,74,DB09156$h
DB00625,DB01026,74,DB06016$h
DB01320,DB00962,74,DB09040$h
DB00589,DB00289,46,DB06155$t
DB06207,DB00653,59,DB01452$h
DB00657,DB00694,20,DB01380$h
DB00899,DB01255,68,DB00542$h
DB00741,DB09054,46,DB00198$t
DB00598,DB01401,36,DB00288$t
DB00797,DB01235,29,DB00862$t
DB00554,DB00635,48,DB01063$t
DB01440,DB09342,48,DB01223$t
DB06403,DB09198,46,DB09499$t
DB00709,DB00811,79,DB01216$h
DB01233,DB01203,53,DB00790$h
DB01238,DB01252,69,DB04967$t
DB00220,DB00615,76,DB00802$t
DB04861,DB00397,13,DB00795$h
DB01238,DB09009,48,DB01036$h
DB00307,DB00343,46,DB00514$t
DB08912,DB06290,72,DB08954$h
DB01367,DB04948,59,DB02187$t
DB01221,DB00771,48,DB00560$h
DB00968,DB01392,36,DB06738$h
DB01028,DB05246,48,DB08994$h
DB00598,DB00795,36,DB01211$t
DB01259,DB01601,72,DB11737$h
DB00584,DB04855,46,DB06742$t
DB00465,DB06781,48,DB00683$h
DB00296,DB00754,48,DB00635$t
DB00866,DB01024,36,DB01408$t
DB06217,DB00195,46,DB00336$t
DB09223,DB00915,69,DB09080$t
DB00674,DB08897,69,DB01002$h
DB00681,DB01197,48,DB00765$h
DB01623,DB01588,48,DB00335$h
DB06237,DB00925,9,DB00647$h
DB06616,DB01264,72,DB00350$h
DB09280,DB01159,74,DB00801$t
DB00458,DB01068,48,DB08815$t
DB00014,DB00491,69,DB00140$t
DB01349,DB00500,48,DB00367$t
DB01201,DB00472,3,DB01424$h
DB08439,DB00283,46,DB00424$t
DB01356,DB00933,34,DB01397$h
DB00404,DB06414,46,DB00360$t
DB01244,DB00476,29,DB06210$h
DB00647,DB06282,48,DB00650$t
DB00412,DB01685,46,DB09099$h
DB00596,DB01155,48,DB01172$t
DB00238,DB00757,3,DB00778$h
DB00206,DB01587,48,DB05381$h
DB00737,DB04908,48,DB01215$t
DB00285,DB05219,46,DB00637$h
DB00699,DB01075,46,DB00905$t
DB00701,DB00679,46,DB11126$h
DB01174,DB00949,74,DB00691$h
DB00353,DB00468,48,DB00751$t
DB01320,DB01138,3,DB00232$h
DB06203,DB01263,46,DB00755$t
DB01367,DB06290,46,DB01157$t
DB00955,DB00688,71,DB01627$h
DB01601,DB01296,3,DB00778$t
DB06700,DB05521,46,DB00724$t
DB00210,DB00945,48,DB00774$t
DB00620,DB08820,72,DB00492$t
DB00186,DB01149,48,DB00698$h
DB00247,DB00877,48,DB01039$h
DB01201,DB06710,3,DB08882$h
DB00620,DB00222,69,DB00832$t
DB00635,DB00843,48,DB11254$h
DB00358,DB00252,69,DB00744$h
DB00614,DB04948,59,DB04946$t
DB01118,DB09297,72,DB00158$t
DB00594,DB00703,48,DB08908$h
DB00753,DB01463,48,DB01234$t
DB00180,DB00524,82,DB01155$t
DB01191,DB00363,46,DB05039$t
DB09449,DB00364,66,DB08964$t
DB00656,DB00697,48,DB00528$t
DB00353,DB09570,72,DB09135$t
DB00780,DB01197,59,DB00368$t
DB00298,DB00356,48,DB00457$t
DB01168,DB00964,48,DB06772$t
DB01440,DB00434,48,DB01399$t
DB00279,DB06210,72,DB09343$t
DB00998,DB01253,48,DB06736$h
DB00864,DB00503,72,DB00960$t
DB01008,DB01127,72,DB00845$t
DB00645,DB09225,48,DB00503$t
DB00014,DB00331,69,DB00604$h
DB00801,DB01580,48,DB01588$h
DB00564,DB00484,15,DB00122$h
DB01339,DB00956,48,DB06725$h
DB08887,DB00233,48,DB08913$t
DB00686,DB00977,11,DB01463$h
DB01037,DB00196,46,DB00228$t
DB01591,DB00295,48,DB11268$t
DB00452,DB06725,71,DB01628$h
DB01603,DB01578,74,DB00217$h
DB04951,DB00779,26,DB00959$t
DB00398,DB01254,72,DB08916$t
DB01162,DB00884,59,DB05521$h
DB00502,DB01029,46,DB05109$t
DB00346,DB06268,59,DB01057$t
DB04835,DB01263,72,DB01551$h
DB08439,DB09198,46,DB00974$h
DB01400,DB00335,53,DB09135$t
DB01232,DB01137,19,DB00609$h
DB00175,DB00502,72,DB00684$h
DB01090,DB06403,59,DB09137$t
DB00193,DB00998,48,DB01183$h
DB08865,DB09082,19,DB09104$t
DB06700,DB01288,84,DB06210$h
DB00531,DB01155,14,DB12267$h
DB00905,DB01240,59,DB00696$h
DB00091,DB00469,56,DB00869$h
DB08899,DB00842,74,DB01135$t
DB00363,DB00178,48,DB06710$h
DB00738,DB01037,8,DB01021$h
DB06770,DB09065,72,DB08992$h
DB00641,DB00932,72,DB04576$t
DB00250,DB01612,48,DB09040$t
DB00185,DB09073,72,DB01063$h
DB00672,DB00582,72,DB00284$t
DB00910,DB00390,48,DB04575$h
DB00974,DB01009,5,DB01328$h
DB01349,DB01628,48,DB00205$h
DB01392,DB00257,46,DB01209$h
DB01136,DB06636,46,DB11342$t
DB00956,DB00323,15,DB01155$t
DB01041,DB09345,15,DB00293$h
DB00896,DB00903,82,DB00445$t
DB01229,DB00590,48,DB00682$t
DB00367,DB01016,69,DB00622$t
DB06712,DB09073,72,DB00850$t
DB00344,DB01001,48,DB09078$t
DB00648,DB11915,74,DB01416$t
DB00395,DB00484,15,DB09138$h
DB08881,DB00909,74,DB01324$h
DB01010,DB01173,69,DB00304$h
DB00217,DB00457,59,DB13450$t
DB00333,DB08922,48,DB00391$h
DB01437,DB01068,48,DB00270$h
DB01186,DB01037,46,DB00715$t
DB00679,DB00529,19,DB09223$t
DB01600,DB00880,69,DB01185$h
DB06789,DB00582,46,DB01180$h
DB01320,DB00281,3,DB00275$h
DB08899,DB08895,74,DB11315$h
DB01154,DB09342,48,DB00939$h
DB00919,DB00939,71,DB09134$h
DB00813,DB01254,72,DB01092$t
DB00866,DB01170,59,DB06725$t
DB01609,DB00169,74,DB13450$h
DB08860,DB00989,72,DB09204$t
DB00175,DB01601,46,DB06789$t
DB01250,DB00963,56,DB11239$t
DB06616,DB08820,72,DB01065$h
DB01036,DB00359,46,DB09076$t
DB00883,DB09112,48,DB11660$t
DB00281,DB06702,76,DB00573$t
DB00554,DB00929,69,DB00788$t
DB06144,DB00420,46,DB09245$h
DB00176,DB00705,46,DB09091$t
DB00385,DB00512,56,DB00336$h
DB00393,DB00866,59,DB00391$t
DB00949,DB01621,48,DB06212$h
DB01173,DB09009,15,DB01298$t
DB00176,DB12532,48,DB01083$h
DB00245,DB01116,48,DB01299$t
DB06403,DB01319,46,DB08827$h
DB00651,DB13872,69,DB09134$t
DB00252,DB00665,3,DB09069$h
DB09042,DB08815,48,DB09118$h
DB09017,DB00726,48,DB09027$h
DB00177,DB08880,72,DB01319$h
DB00296,DB01588,48,DB06718$t
DB00490,DB01356,48,DB00552$t
DB01587,DB00588,48,DB09075$h
DB08881,DB00899,32,DB00437$h
DB00960,DB01104,46,DB00219$h
DB01227,DB00593,48,DB04840$t
DB00564,DB00783,69,DB01044$t
DB06803,DB09198,46,DB01004$t
DB00346,DB00224,72,DB01053$h
DB00564,DB00486,15,DB09093$t
DB00641,DB00668,72,DB00875$t
DB09280,DB00705,3,DB00288$h
DB00245,DB01339,48,DB00584$h
DB01232,DB00502,19,DB09322$h
DB01045,DB09101,74,DB00582$h
DB00371,DB09120,46,DB08872$t
DB01045,DB00690,3,DB00360$h
DB00857,DB00661,48,DB01046$t
DB00498,DB12598,5,DB01411$h
DB09030,DB00569,48,DB00413$t
DB00458,DB04876,72,DB00910$t
DB00656,DB01615,48,DB09389$t
DB01238,DB01028,48,DB00376$t
DB08797,DB00779,26,DB11239$t
DB01014,DB00795,56,DB04841$h
DB00276,DB01012,46,DB00964$t
DB01380,DB01245,48,DB01137$h
DB00245,DB00477,46,DB04711$t
DB06813,DB04951,72,DB00345$t
DB00182,DB01267,60,DB08911$h
DB00846,DB00808,82,DB00768$h
DB01221,DB00752,48,DB01090$h
DB00312,DB00349,3,DB00960$h
DB06736,DB00232,69,DB01178$h
DB01189,DB05271,31,DB00484$t
DB00956,DB01224,15,DB00637$h
DB00371,DB00721,48,DB04967$h
DB01024,DB00917,69,DB09120$h
DB06788,DB00491,69,DB00393$t
DB09079,DB05521,72,DB00404$t
DB01435,DB00591,48,DB13231$t
DB09084,DB01047,48,DB00472$t
DB09286,DB00395,48,DB00972$h
DB00660,DB01151,48,DB01622$t
DB00661,DB01589,72,DB00728$t
DB01220,DB00320,72,DB00620$t
DB09262,DB01167,72,DB01120$h
DB06204,DB00220,46,DB00979$t
DB00540,DB00588,48,DB01422$h
DB01151,DB00212,72,DB00809$h
DB01236,DB12332,46,DB00662$h
DB09225,DB00593,48,DB00906$h
DB01221,DB01595,48,DB01605$h
DB01320,DB03756,3,DB01103$h
DB00615,DB00470,74,DB06218$h
DB09352,DB00458,22,DB02513$t
DB00694,DB00469,71,DB08860$h
DB00384,DB00864,41,DB13783$t
DB01151,DB01583,81,DB08796$h
DB00936,DB00741,48,DB00730$h
DB01392,DB09073,72,DB06769$t
DB01030,DB08827,72,DB01160$h
DB09068,DB00338,46,DB00297$t
DB00531,DB08889,14,DB09072$h
DB01075,DB01106,48,DB09123$h
DB06209,DB00745,46,DB01091$t
DB00564,DB08910,3,DB00691$h
DB00857,DB00834,72,DB01228$h
DB09286,DB00366,15,DB09324$t
DB01544,DB09166,48,DB08868$h
DB00881,DB08808,59,DB05381$h
DB00454,DB04572,46,DB00723$t
DB01229,DB08816,46,DB06700$t
DB00952,DB00508,48,DB00964$t
DB00869,DB00960,59,DB09072$h
DB00869,DB01254,72,DB00150$h
DB00705,DB00976,46,DB06774$h
DB00864,DB01110,46,DB01273$t
DB02709,DB00695,28,DB00237$h
DB00401,DB00653,48,DB08822$h
DB13872,DB00450,15,DB01175$t
DB00502,DB00203,46,DB00468$t
DB00356,DB09063,72,DB00823$t
DB00468,DB01089,59,DB00927$h
DB00648,DB01200,74,DB00380$h
DB01090,DB08932,59,DB01452$h
DB06212,DB09048,72,DB00831$h
DB01154,DB01149,48,DB06203$h
DB00860,DB00483,48,DB00526$h
DB01214,DB00461,36,DB00963$h
DB08931,DB06335,72,DB01411$t
DB06594,DB00985,48,DB00400$t
DB09009,DB00252,48,DB08967$h
DB11828,DB01254,72,DB01597$h
DB06616,DB00973,72,DB06589$h
DB01320,DB01106,48,DB00698$t
DB09352,DB00540,22,DB00279$h
DB00608,DB05812,72,DB09262$h
DB09389,DB09073,72,DB01325$h
DB08954,DB00233,48,DB08903$h
DB00844,DB09118,48,DB01427$h
DB00934,DB00998,48,DB13879$h
DB04794,DB00555,48,DB00980$h
DB00869,DB08808,59,DB09147$t
DB01201,DB00240,3,DB00873$t
DB00559,DB09220,59,DB11586$t
DB11315,DB00486,84,DB06700$t
DB01030,DB01234,72,DB01111$h
DB00615,DB00755,3,DB00315$h
DB00946,DB00993,11,DB00945$h
DB01028,DB01433,48,DB00361$h
DB00647,DB00203,46,DB01366$h
DB06697,DB00346,19,DB01048$h
DB09330,DB00384,74,DB00599$t
DB01501,DB00450,15,DB08910$t
DB06738,DB00413,31,DB04845$t
DB00962,DB01227,48,DB09027$t
DB07615,DB08981,48,DB06708$t
DB00696,DB06700,48,DB01190$h
DB01013,DB00232,82,DB04861$t
DB00213,DB01118,46,DB01028$t
DB00287,DB00422,36,DB00201$h
DB01403,DB00849,15,DB00191$t
