Drug1_ID,Drug2_ID,Y
DB00392,DB08807,20
DB01255,DB01029,8
DB08502,DB08906,0
DB00321,DB01149,0
DB09054,DB01023,0
DB05676,DB00377,3
DB00334,DB00455,60
DB00244,DB04920,1
DB12887,DB01624,0
DB01122,DB04920,37
DB09297,DB11737,3
DB00441,DB00642,2
DB00469,DB00608,1
DB09289,DB00353,0
DB01222,DB08880,2
DB00734,DB09063,5
DB00441,DB00811,1
DB01384,DB11619,4
DB14126,DB00682,1
DB06287,DB01141,0
DB00805,DB00325,13
DB00564,DB04948,12
DB00414,DB09216,49
DB00968,DB01156,1
DB09061,DB14512,3
DB01118,DB00338,3
DB00474,DB06282,2
DB00862,DB04839,0
DB14066,DB01016,17
DB00802,DB06077,2
DB11156,DB00091,12
DB00887,DB00605,6
DB01320,DB06174,0
DB00755,DB08912,0
DB04889,DB04844,0
DB00418,DB06774,3
DB00897,DB01165,22
DB11979,DB01032,0
DB00197,DB01405,12
DB11855,DB01429,0
DB00195,DB01110,0
DB12612,DB00834,4
DB01190,DB01320,3
DB00359,DB00642,1
DB09119,DB00956,7
DB01223,DB00864,0
DB11619,DB09078,3
DB11730,DB01628,0
DB02901,DB00414,28
DB01367,DB01186,47
DB09256,DB11156,1
DB00829,DB00588,0
DB00788,DB00339,1
DB00448,DB11632,0
DB09232,DB01016,17
DB04838,DB09238,14
DB00972,DB00184,0
DB09039,DB01255,0
DB01154,DB01199,2
DB01587,DB13139,1
DB01156,DB06813,1
DB00668,DB09239,6
DB01166,DB08865,0
DB00624,DB08901,3
DB00295,DB00250,0
DB00764,DB13003,2
DB00674,DB04630,6
DB04920,DB00762,4
DB01327,DB13952,1
DB01026,DB00243,0
DB09068,DB00252,3
DB08811,DB09245,2
DB11951,DB06605,4
DB00176,DB09034,7
DB00915,DB00982,1
DB01297,DB01224,13
DB06712,DB09232,14
DB06201,DB00418,2
DB12483,DB01320,3
DB04884,DB09049,0
DB00603,DB00208,3
DB00518,DB01174,3
DB01181,DB00481,0
DB00542,DB01251,17
DB00978,DB00301,4
DB06218,DB00940,7
DB00530,DB01395,0
DB06738,DB01587,2
DB06201,DB01685,0
DB00764,DB01337,6
DB14512,DB00603,4
DB00784,DB09299,59
DB00718,DB09118,1
DB04855,DB06218,0
DB06652,DB01601,0
DB09201,DB00220,6
DB09048,DB01576,0
DB00906,DB00396,3
DB00943,DB00863,16
DB13783,DB00811,1
DB00783,DB06230,1
DB00471,DB01195,0
DB08930,DB05239,4
DB01583,DB00396,16
DB00794,DB00883,13
DB00997,DB00317,0
DB11362,DB09034,4
DB12245,DB01403,0
DB00295,DB00205,0
DB09462,DB04743,6
DB01483,DB11859,2
DB01067,DB04725,49
DB00721,DB01352,2
DB00933,DB13174,0
DB00577,DB08907,1
DB00808,DB14568,5
DB00321,DB08838,24
DB00369,DB00333,1
DB08860,DB04855,4
DB00333,DB00598,0
DB00323,DB01559,2
DB00864,DB01274,1
DB11619,DB00617,3
DB06480,DB09204,1
DB00234,DB00532,2
DB00309,DB13879,0
DB11823,DB00812,9
DB01656,DB04953,1
DB00435,DB01222,1
DB09053,DB00481,0
DB01251,DB09214,49
DB01177,DB00454,0
DB01009,DB00477,1
DB09299,DB01558,1
DB00738,DB00685,5
DB00857,DB01394,0
DB00500,DB11273,9
DB09273,DB08881,4
DB00557,DB09089,5
DB00273,DB00402,29
DB00829,DB01303,6
DB11633,DB01248,0
DB00631,DB01327,16
DB00211,DB08896,20
DB00195,DB11362,13
DB01166,DB09167,4
DB01080,DB09167,7
DB00292,DB09338,10
DB00532,DB00978,0
DB06774,DB00170,3
DB00969,DB06077,2
DB01126,DB06701,9
DB00278,DB00294,6
DB01186,DB00519,8
DB01236,DB06595,0
DB04829,DB08864,0
DB08883,DB00737,7
DB01394,DB09185,1
DB00421,DB00502,10
DB12483,DB01685,0
DB09213,DB00544,0
DB00436,DB00734,13
DB11730,DB01873,0
DB00968,DB01244,13
DB09071,DB00549,4
DB01124,DB01394,0
DB01409,DB06595,0
DB01590,DB00206,4
DB00709,DB00520,16
DB00420,DB11791,0
DB00875,DB04817,9
DB00851,DB00501,0
DB11828,DB00668,0
DB01233,DB00176,42
DB00315,DB00726,2
DB04861,DB11586,0
DB00347,DB09049,0
DB05229,DB01590,18
DB00346,DB04844,5
DB00635,DB09262,1
DB00549,DB00576,0
DB04946,DB01183,0
DB01355,DB00712,0
DB08901,DB01059,0
DB00708,DB06691,2
DB00454,DB08922,2
DB06212,DB00412,10
DB08820,DB01220,11
DB00715,DB06791,17
DB00571,DB11963,0
DB01124,DB00487,12
DB13946,DB01126,47
DB01218,DB00788,0
DB00502,DB00238,4
DB06663,DB00218,5
DB06216,DB01116,8
DB01395,DB00437,10
DB01590,DB00398,4
DB00721,DB08910,2
DB00731,DB00915,1
DB05239,DB00882,4
DB00806,DB00699,61
DB00374,DB00006,18
DB00841,DB00177,8
DB01200,DB00592,6
DB09205,DB04846,8
DB00433,DB00617,2
DB00851,DB11753,0
DB00204,DB14064,14
DB00468,DB00852,6
DB06210,DB00607,3
DB00563,DB09256,2
DB00292,DB11855,7
DB00635,DB00197,19
DB12941,DB00295,4
DB00528,DB00091,0
DB11757,DB00549,0
DB13944,DB01132,0
DB00839,DB00549,0
DB00726,DB06174,0
DB11586,DB00762,0
DB01114,DB00264,0
DB00787,DB00628,1
DB00213,DB01030,1
DB12457,DB08896,4
DB00482,DB09123,1
DB01327,DB11560,1
DB00461,DB04856,0
DB00469,DB04861,8
DB01429,DB00656,0
DB04905,DB01297,0
DB12015,DB09291,4
DB00877,DB00700,0
DB00599,DB06691,2
DB00814,DB00827,38
DB01275,DB09262,1
DB00285,DB01437,2
DB14538,DB00491,19
DB01410,DB00699,0
DB00694,DB09082,2
DB00279,DB00317,6
DB11730,DB00959,0
DB00972,DB00694,3
DB00755,DB00705,0
DB00333,DB00679,2
DB06201,DB00338,3
DB00738,DB00541,0
DB00914,DB00598,12
DB01136,DB00568,25
DB01135,DB06702,7
DB01435,DB00169,0
DB00546,DB00843,2
DB00740,DB00188,0
DB01337,DB04908,2
DB14568,DB05676,3
DB01357,DB00418,3
DB08827,DB01032,3
DB12245,DB06732,3
DB06212,DB01142,10
DB06738,DB01168,2
DB00784,DB01367,1
DB09296,DB09054,4
DB01074,DB00701,0
DB00343,DB01050,6
DB01411,DB14631,3
DB01198,DB11574,0
DB00934,DB13874,0
DB00518,DB00201,0
DB00641,DB04839,0
DB00850,DB01355,2
DB05521,DB06412,0
DB00482,DB12070,0
DB00763,DB00968,1
DB00398,DB01033,2
DB13956,DB00252,11
DB09173,DB01580,0
DB08807,DB08918,4
DB09213,DB00432,1
DB01212,DB00934,1
DB00980,DB00745,0
DB01268,DB00907,5
DB00363,DB00695,10
DB12147,DB01645,3
DB11613,DB01181,3
DB01087,DB14063,5
DB13946,DB00199,0
DB01047,DB01261,19
DB00960,DB00411,2
DB00554,DB00938,0
DB00227,DB01873,0
DB06228,DB06230,1
DB01558,DB13944,1
DB13955,DB06670,0
DB01100,DB01601,4
DB14840,DB01204,1
DB01590,DB01032,3
DB01068,DB00370,7
DB09224,DB13956,1
DB08873,DB00206,3
DB13345,DB00834,4
DB08828,DB00641,0
DB01095,DB00195,0
DB11827,DB09034,4
DB01095,DB00582,0
DB09244,DB09256,1
DB00591,DB01101,2
DB01200,DB01454,6
DB00246,DB00669,2
DB04871,DB00983,0
DB01029,DB00701,0
DB00186,DB01183,0
DB06605,DB01201,3
DB00588,DB08815,2
DB01208,DB04844,5
DB12332,DB11855,1
DB06670,DB01026,4
DB00843,DB06712,20
DB09082,DB00827,5
DB01064,DB01029,8
DB00557,DB00224,0
DB00465,DB00218,38
DB00443,DB01041,2
DB06292,DB09089,10
DB11817,DB01079,1
DB09330,DB01369,0
DB00228,DB09128,2
DB09273,DB00730,0
DB02703,DB00501,0
DB14544,DB01320,11
DB14185,DB00881,24
DB01043,DB08807,20
DB01043,DB00850,6
DB00904,DB08828,0
DB01238,DB00794,3
DB00503,DB06412,0
DB08910,DB00281,0
DB15102,DB00696,0
DB00324,DB00357,6
DB00875,DB00677,6
DB01193,DB04946,5
DB01254,DB01227,0
DB00628,DB00875,2
DB00356,DB06442,0
DB01320,DB00313,11
DB00281,DB01020,55
DB01068,DB01159,2
DB09237,DB09048,4
DB06287,DB12147,4
DB00829,DB00665,0
DB00563,DB09214,4
DB01218,DB00603,0
DB01256,DB13179,0
DB08816,DB00278,18
DB00353,DB09080,45
DB11921,DB01067,19
DB12887,DB08881,4
DB01097,DB00642,2
DB00248,DB01184,6
DB09053,DB00603,3
DB11855,DB11837,0
DB00418,DB06262,1
DB06605,DB08895,18
DB01217,DB01076,0
DB09213,DB09245,1
DB11979,DB00482,0
DB09034,DB01201,3
DB00187,DB00353,48
DB00309,DB00518,0
DB00700,DB08838,15
DB14126,DB11703,0
DB00825,DB01009,15
DB00197,DB00418,3
DB14185,DB01021,24
DB06152,DB00214,8
DB00813,DB01418,2
DB04938,DB00898,0
DB01037,DB00571,13
DB00531,DB00582,0
DB00757,DB01074,0
DB01223,DB00661,0
DB00309,DB00642,2
DB01357,DB11642,11
DB00398,DB00988,1
DB12267,DB00788,0
DB06268,DB01128,0
DB00266,DB03756,0
DB01708,DB00977,2
DB01268,DB04817,3
DB00924,DB01227,29
DB01355,DB11633,0
DB01418,DB00440,0
DB00279,DB06282,1
DB09235,DB01213,10
DB11689,DB01075,0
DB00389,DB01104,6
DB00998,DB01244,8
DB06446,DB09214,15
DB00266,DB00422,0
DB04842,DB01483,3
DB00932,DB08896,4
DB14185,DB00549,0
DB00320,DB09231,24
DB04557,DB00469,0
DB11586,DB01012,0
DB00593,DB09118,2
DB00363,DB01021,10
DB00629,DB00465,6
DB13953,DB00357,3
DB00741,DB01208,43
DB14575,DB00397,6
DB04743,DB00222,14
DB00959,DB11779,0
DB09068,DB04884,2
DB00879,DB01420,1
DB00968,DB00980,1
DB00956,DB00315,7
DB00482,DB05246,15
DB00696,DB00248,0
DB00829,DB11915,1
DB00188,DB11827,4
DB00395,DB00776,2
DB11641,DB06290,0
DB14542,DB00620,3
DB00557,DB00472,5
DB01283,DB05271,9
DB06738,DB13874,0
DB14538,DB01396,2
DB01224,DB09555,0
DB00790,DB06695,1
DB00805,DB00933,74
DB00977,DB05229,50
DB06480,DB00497,6
DB00222,DB01403,6
DB00216,DB00285,0
DB14185,DB14512,3
DB01020,DB01198,55
DB00434,DB00365,5
DB00977,DB00764,4
DB00912,DB01023,0
DB01174,DB01165,10
DB09063,DB00435,0
DB00863,DB00661,0
DB04725,DB01182,8
DB12278,DB06155,82
DB00764,DB00938,35
DB01069,DB01037,74
DB00647,DB06701,2
DB13955,DB01138,0
DB01355,DB00656,2
DB08910,DB05928,3
DB01050,DB00489,8
DB14541,DB01200,19
DB15102,DB01406,0
DB01233,DB12141,5
DB00496,DB00619,0
DB04841,DB08873,4
DB01261,DB00669,12
DB00296,DB12093,13
DB00499,DB05015,3
DB06203,DB01297,12
DB00909,DB11156,2
DB01074,DB00365,5
DB04905,DB00934,0
DB00697,DB00199,5
DB00508,DB13003,6
DB00550,DB00694,2
DB01576,DB00808,8
DB01129,DB00730,3
DB00428,DB13003,2
DB01260,DB06335,19
DB04829,DB09128,48
DB00631,DB09185,1
DB06201,DB00180,3
DB01068,DB00622,7
DB01224,DB00285,0
DB01242,DB05015,3
DB01589,DB04948,12
DB11730,DB00773,0
DB06817,DB00932,3
DB01586,DB00243,1
DB00313,DB01177,0
DB01218,DB01032,3
DB00947,DB12010,0
DB08883,DB00528,0
DB09030,DB11823,3
DB01137,DB01685,1
DB12267,DB06772,0
DB00851,DB01026,0
DB00273,DB14185,2
DB11362,DB00347,0
DB12978,DB00857,3
DB00209,DB00397,31
DB00180,DB08910,2
DB12371,DB04841,0
DB00687,DB01072,0
DB00592,DB00373,0
DB06701,DB01104,2
DB00176,DB12070,0
DB00570,DB14019,0
DB00289,DB01420,1
DB06016,DB09166,2
DB00518,DB09241,0
DB08807,DB09063,20
DB00712,DB00788,2
DB06237,DB14068,34
DB08901,DB00335,0
DB00334,DB00195,5
DB00231,DB00323,2
DB01177,DB00472,4
DB09204,DB06217,0
DB00292,DB00339,1
DB01395,DB11703,0
DB00248,DB00514,2
DB00861,DB00695,2
DB00470,DB01100,7
DB00307,DB12371,2
DB00300,DB01036,1
DB00279,DB13955,1
DB00599,DB00726,2
DB09071,DB09280,3
DB01233,DB04844,2
DB00834,DB00465,4
DB13954,DB01483,3
DB01367,DB00951,0
DB06479,DB00927,0
DB06210,DB00503,0
DB09173,DB09238,0
DB09071,DB13953,0
DB04552,DB00980,1
DB00794,DB00214,0
DB00333,DB00952,2
DB01166,DB06155,31
DB06774,DB09013,20
DB00712,DB00280,1
DB00328,DB01403,9
DB01001,DB01236,5
DB00906,DB01598,6
DB01118,DB12267,3
DB00580,DB00861,2
DB06201,DB08820,0
DB09212,DB00820,1
DB01211,DB01580,5
DB00472,DB00295,21
DB14066,DB00263,17
DB08808,DB01028,0
DB01283,DB05885,15
DB00396,DB00960,0
DB00458,DB00760,1
DB00833,DB13874,16
DB00613,DB09167,5
DB00216,DB00625,2
DB01172,DB01030,1
DB00617,DB06512,2
DB06652,DB00412,0
DB00758,DB00683,0
DB01405,DB01056,0
DB00426,DB01211,0
DB00842,DB00398,0
DB01131,DB01171,0
DB00489,DB00193,0
DB00591,DB01289,19
DB00228,DB06684,2
DB01132,DB08896,0
DB01182,DB08903,5
DB00546,DB01588,2
DB00216,DB00187,0
DB00195,DB01621,4
DB13874,DB00301,3
DB00712,DB09224,1
DB00381,DB00738,17
DB00997,DB00591,3
DB13944,DB00642,1
DB01016,DB04630,19
DB00270,DB01214,14
DB00204,DB14019,0
DB08882,DB00196,17
DB00325,DB08893,1
DB01050,DB12015,11
DB13943,DB01062,0
DB00805,DB00701,0
DB00624,DB09198,0
DB08860,DB11943,3
DB01037,DB00491,28
DB01213,DB13946,1
DB05812,DB00207,0
DB00814,DB00304,0
DB05246,DB01065,6
DB11718,DB11823,3
DB00549,DB06616,0
DB00829,DB01168,2
DB01236,DB00682,18
DB06201,DB00831,2
DB00208,DB00635,1
DB00875,DB09167,2
DB00295,DB00374,13
DB12070,DB00866,0
DB09237,DB09241,0
DB00532,DB01238,7
DB09061,DB00458,2
DB01236,DB01403,7
DB11967,DB04839,3
DB01177,DB00494,0
DB06480,DB04896,0
DB00780,DB13139,1
DB09053,DB01577,0
DB08838,DB00122,4
DB00674,DB01233,0
DB00843,DB08807,20
DB01014,DB01137,1
DB01216,DB01023,0
DB00177,DB00619,0
DB00790,DB14541,6
DB00918,DB00472,4
DB06774,DB09061,0
DB01177,DB00934,0
DB00091,DB00176,0
DB01036,DB11614,5
DB01435,DB00231,1
DB00289,DB09026,8
DB01142,DB11855,7
DB01412,DB00238,0
DB06292,DB01645,0
DB09167,DB09082,9
DB01032,DB01116,2
DB00788,DB01087,0
DB01408,DB00559,8
DB00382,DB01364,37
DB00996,DB00422,6
DB00619,DB01196,2
DB00879,DB01142,1
DB01181,DB01069,0
DB00325,DB00731,1
DB04845,DB00819,0
DB01405,DB14635,0
DB01177,DB13874,0
DB00334,DB04839,3
DB01104,DB08907,17
DB00605,DB11943,1
DB04908,DB06712,0
DB11614,DB01138,0
DB06626,DB00349,3
DB00285,DB00264,4
DB09288,DB13783,2
DB00808,DB09223,10
DB05229,DB11633,0
DB00404,DB11633,0
DB00204,DB08930,4
DB01174,DB12319,0
DB13946,DB01252,28
DB01079,DB00270,6
DB00433,DB00940,7
DB06292,DB04951,0
DB00972,DB00940,7
DB00356,DB00811,1
DB09173,DB06203,0
DB00598,DB13946,1
DB01331,DB00206,1
DB00295,DB06230,6
DB11586,DB01072,3
DB00458,DB01044,0
DB00313,DB00842,2
DB00222,DB00758,0
DB11859,DB00434,7
DB00227,DB00778,0
DB00349,DB00338,0
DB00705,DB06729,0
DB00794,DB00903,13
DB01590,DB08864,0
DB00752,DB01227,2
DB00872,DB11575,4
DB00624,DB00347,0
DB11586,DB06626,3
DB08922,DB00799,0
DB00290,DB00322,2
DB06230,DB08907,10
DB00514,DB04896,2
DB14975,DB01406,4
DB00470,DB00962,7
DB04076,DB00218,0
DB12693,DB00469,32
DB00285,DB01261,17
DB00914,DB04884,0
DB00388,DB09351,6
DB09239,DB00412,17
DB14538,DB01232,0
DB09235,DB00412,10
DB01105,DB06335,1
DB01454,DB11837,0
DB01171,DB01018,13
DB01037,DB01002,27
DB14538,DB06413,3
DB00683,DB00879,1
DB01029,DB06595,0
DB09212,DB08907,1
DB01396,DB11689,4
DB12887,DB00343,0
DB00531,DB00207,0
DB01167,DB01173,5
DB00872,DB13345,0
DB01483,DB11732,2
DB00461,DB06211,1
DB01114,DB13139,0
DB00661,DB13919,0
DB00762,DB00202,4
DB00594,DB01215,10
DB00836,DB00834,4
DB01395,DB00615,3
DB06772,DB01435,0
DB00825,DB01297,14
DB08808,DB01590,0
DB00178,DB04842,15
DB00805,DB00940,7
DB01355,DB00682,0
DB00711,DB01222,6
DB01037,DB11638,0
DB06077,DB05271,46
DB01156,DB13955,1
DB00605,DB09338,1
DB00496,DB01392,0
DB09245,DB00178,13
DB00980,DB01159,2
DB00184,DB01233,0
DB05294,DB01248,0
DB01015,DB00668,6
DB01159,DB00898,7
DB06774,DB00218,0
DB06603,DB01220,3
DB06616,DB00390,4
DB01483,DB00615,3
DB00568,DB00540,0
DB06626,DB00998,0
DB00499,DB00537,0
DB01251,DB09280,0
DB06152,DB09273,2
DB12941,DB09101,4
DB06695,DB00908,4
DB00432,DB04868,2
DB00978,DB06732,3
DB11642,DB04844,40
DB01191,DB09288,62
DB00470,DB00227,0
DB01074,DB00715,0
DB00434,DB01169,5
DB09216,DB00783,1
DB00555,DB04076,10
DB04725,DB00343,0
DB00842,DB09123,1
DB00571,DB06414,4
DB01435,DB08798,0
DB00712,DB05246,15
DB00444,DB00243,0
DB09462,DB09288,62
DB04896,DB01083,3
DB00482,DB00831,9
DB06211,DB09223,1
DB00755,DB00738,0
DB01256,DB00199,0
DB01076,DB00353,0
DB00402,DB00598,1
DB00744,DB06174,0
DB01151,DB00998,0
DB00825,DB09214,15
DB04665,DB00744,0
DB00998,DB01233,42
DB04953,DB04076,10
DB00300,DB14068,4
DB00377,DB06738,2
DB00231,DB00776,2
DB01076,DB01764,0
DB00193,DB08877,1
DB00165,DB00280,1
DB09068,DB00625,3
DB12245,DB00889,5
DB00489,DB14011,0
DB00843,DB12332,0
DB00394,DB01030,2
DB06335,DB01098,12
DB01216,DB00404,0
DB01254,DB00679,5
DB01028,DB00949,0
DB00879,DB01242,1
DB01435,DB09026,79
DB14512,DB00412,19
DB13955,DB00973,1
DB00182,DB01303,2
DB13955,DB12001,1
DB08820,DB01041,3
DB11581,DB09235,0
DB00328,DB01229,2
DB08899,DB00333,6
DB00796,DB00501,0
DB06218,DB13874,0
DB00628,DB01338,2
DB00575,DB00188,0
DB00755,DB04817,3
DB09351,DB01171,0
DB01612,DB01116,13
DB06716,DB08910,2
DB01256,DB04905,0
DB00825,DB01254,5
DB01254,DB00444,0
DB00924,DB00487,0
DB00554,DB00231,1
DB00433,DB00503,4
DB00812,DB01409,1
DB00215,DB01252,17
DB09048,DB00656,0
DB00704,DB11963,0
DB09089,DB00585,6
DB11614,DB09128,0
DB06237,DB08931,13
DB00213,DB00706,1
DB00996,DB01062,7
DB00621,DB00091,73
DB14541,DB13783,23
DB06713,DB06595,3
DB01186,DB06268,8
DB00794,DB00158,11
DB04948,DB13944,1
DB00624,DB00177,0
DB00780,DB01024,1
DB00737,DB00953,2
DB11757,DB00297,0
DB01223,DB06201,3
DB01408,DB00519,8
DB00191,DB00401,8
DB09256,DB00827,0
DB00808,DB00544,5
DB04951,DB06654,0
DB00115,DB01060,1
DB00289,DB00776,2
DB00784,DB00759,1
DB09167,DB09068,0
DB00938,DB00933,5
DB01252,DB06726,12
DB00593,DB00936,15
DB01124,DB00755,0
DB00956,DB01215,7
DB09236,DB09213,6
DB00444,DB14575,3
DB01267,DB11921,3
