Drug1_ID,Drug2_ID,Y,Neg samples
DB00732,DB01227,48,DB01353$h
DB01143,DB06292,48,DB01607$h
DB00502,DB00697,19,DB00458$h
DB00195,DB01240,59,DB00491$h
DB00898,DB01614,15,DB04930$h
DB06237,DB06290,72,DB01764$t
DB00422,DB00932,46,DB00424$h
DB04572,DB09073,72,DB04948$h
DB01155,DB01036,19,DB00400$h
DB00253,DB01122,48,DB01407$t
DB11581,DB00343,46,DB00766$h
DB00788,DB05812,72,DB06480$t
DB00960,DB00951,46,DB00869$t
DB00418,DB00344,3,DB01120$h
DB00864,DB11989,48,DB09268$t
DB00794,DB01029,3,DB01168$h
DB00704,DB00956,69,DB06774$h
DB00475,DB00747,48,DB09516$t
DB00454,DB00715,46,DB09225$h
DB00921,DB06738,15,DB06802$t
DB09245,DB00964,48,DB09063$h
DB00014,DB00188,19,DB00949$h
DB00744,DB01283,48,DB00710$h
DB01041,DB06738,15,DB01422$h
DB09068,DB08918,48,DB08909$t
DB00988,DB09167,46,DB01244$t
DB01229,DB00488,48,DB00134$h
DB06480,DB01162,72,DB00976$h
DB09245,DB01029,59,DB00723$h
DB00542,DB00784,48,DB00953$t
DB01159,DB00492,48,DB00293$t
DB03615,DB06725,71,DB06771$h
DB00865,DB00637,75,DB11596$h
DB00418,DB00543,3,DB00944$h
DB00892,DB06288,48,DB00274$t
DB01104,DB01622,48,DB00178$h
DB00734,DB00619,46,DB00807$t
DB00512,DB00244,72,DB00235$h
DB03585,DB00035,48,DB11994$h
DB00363,DB00422,48,DB06335$h
DB01168,DB01242,48,DB09343$h
DB08860,DB04946,72,DB08795$h
DB04871,DB00889,63,DB00864$t
DB00284,DB04576,8,DB00333$t
DB00333,DB00524,48,DB13872$t
DB00361,DB00619,46,DB04953$t
DB08912,DB00949,74,DB00951$h
DB00296,DB01175,48,DB00641$h
DB09300,DB11609,48,DB01082$t
DB00850,DB09291,46,DB00991$t
DB00334,DB06594,48,DB00686$t
DB06825,DB00834,19,DB00273$h
DB00863,DB01151,46,DB00562$t
DB09342,DB00283,48,DB00202$h
DB00282,DB01177,23,DB08943$h
DB00590,DB00774,59,DB00391$h
DB01259,DB01685,46,DB00327$t
DB01349,DB00608,48,DB01466$h
DB00872,DB01264,72,DB00394$t
DB00474,DB09238,3,DB00881$h
DB00373,DB00594,48,DB00402$t
DB09245,DB01359,59,DB05039$h
DB01567,DB00395,48,DB01349$h
DB00683,DB09074,46,DB01282$t
DB01580,DB00277,13,DB08911$h
DB00206,DB09224,48,DB01034$h
DB00334,DB01202,48,DB00424$h
DB01081,DB00742,48,DB08967$h
DB00283,DB06153,48,DB01098$h
DB00227,DB01241,47,DB01586$h
DB01351,DB04844,48,DB08869$h
DB00312,DB00470,15,DB00704$h
DB06739,DB00675,46,DB00576$t
DB01082,DB06737,71,DB09112$h
DB00247,DB00503,48,DB01224$t
DB00559,DB12267,74,DB00323$h
DB01245,DB01190,20,DB00784$t
DB09079,DB01396,57,DB06335$t
DB00714,DB00370,36,DB00529$t
DB09034,DB01587,15,DB00247$h
DB00298,DB04946,48,DB01044$t
DB09543,DB00547,48,DB00261$h
DB00813,DB06767,64,DB04840$t
DB00422,DB09241,70,DB01172$t
DB00468,DB00800,59,DB00883$h
DB01589,DB09085,48,DB01164$h
DB01320,DB00268,31,DB01207$t
DB00390,DB01014,72,DB06691$t
DB01095,DB01030,72,DB00397$t
DB00243,DB06636,72,DB00489$h
DB00797,DB01113,48,DB08827$h
DB06290,DB00313,74,DB00550$t
DB01186,DB01030,48,DB00593$t
DB00470,DB00871,84,DB01096$t
DB01069,DB01242,48,DB02513$h
DB00625,DB08910,48,DB00944$h
DB08873,DB02703,72,DB00887$t
DB02709,DB00896,48,DB01362$t
DB00344,DB04846,48,DB01764$h
DB00862,DB00673,72,DB09221$t
DB00660,DB00835,48,DB09014$h
DB00296,DB01239,48,DB11921$h
DB01143,DB01113,48,DB00766$t
DB06736,DB00208,46,DB09069$t
DB06207,DB00834,72,DB08909$h
DB00679,DB01580,72,DB00727$h
DB09075,DB00831,72,DB00556$h
DB09204,DB01159,48,DB01006$h
DB01216,DB01254,72,DB09204$h
DB08881,DB01274,32,DB09065$h
DB06216,DB08903,19,DB09230$h
DB00312,DB01028,3,DB01420$h
DB00327,DB00753,48,DB09038$t
DB08991,DB00287,69,DB01116$t
DB09146,DB00448,66,DB09245$t
DB00611,DB08922,48,DB00471$t
DB00892,DB06594,48,DB00992$t
DB00571,DB00184,48,DB09166$h
DB08916,DB00845,72,DB00461$h
DB01069,DB00482,46,DB01356$t
DB00370,DB00904,15,DB00494$h
DB08880,DB06589,74,DB06777$t
DB01159,DB01353,48,DB00198$t
DB01166,DB09198,72,DB00424$t
DB01236,DB09063,72,DB11596$h
DB00321,DB01319,72,DB08796$h
DB01628,DB01156,46,DB00776$t
DB04861,DB03585,36,DB08882$h
DB00502,DB00899,48,DB09561$t
DB00485,DB09268,69,DB01232$h
DB01071,DB09065,72,DB11256$h
DB09216,DB01137,26,DB01073$t
DB01400,DB00335,53,DB09135$t
DB00253,DB01149,72,DB00244$t
DB00611,DB00999,48,DB01764$t
DB09295,DB09288,48,DB00658$h
DB08868,DB00715,46,DB00816$t
DB01433,DB01466,48,DB06708$t
DB00629,DB00968,59,DB00219$t
DB01393,DB01211,46,DB09324$t
DB00842,DB00215,48,DB06147$t
DB00844,DB00281,48,DB06767$h
DB00281,DB00608,46,DB08906$t
DB01002,DB00883,48,DB00810$t
DB08864,DB01628,72,DB01147$t
DB00680,DB01611,72,DB06802$t
DB00252,DB01130,74,DB06689$t
DB01241,DB09074,46,DB00290$t
DB00652,DB01365,68,DB08976$t
DB00474,DB00884,3,DB11641$h
DB01132,DB00678,46,DB06804$t
DB00924,DB01064,48,DB08816$h
DB06148,DB04953,69,DB00330$t
DB00682,DB02546,5,DB00146$h
DB08875,DB00705,46,DB00335$h
DB00512,DB01283,72,DB00625$h
DB00238,DB04908,48,DB06176$t
DB00252,DB00472,72,DB00689$t
DB09078,DB01263,46,DB00187$t
DB00391,DB01159,48,DB00526$h
DB01245,DB00479,39,DB00296$h
DB05294,DB09082,19,DB00681$h
DB01065,DB01068,48,DB01121$t
DB00418,DB07615,3,DB09041$t
DB01349,DB00289,46,DB00800$t
DB01656,DB00305,33,DB00627$h
DB00555,DB01149,48,DB13179$t
DB00449,DB01021,82,DB00482$h
DB00469,DB01026,46,DB12924$t
DB00312,DB04845,74,DB00985$t
DB00296,DB00950,48,DB01096$t
DB01229,DB00263,46,DB00623$t
DB00938,DB00188,72,DB00723$t
DB01156,DB00224,46,DB01619$t
DB00802,DB01580,48,DB08987$h
DB00813,DB09225,48,DB00955$t
DB01238,DB00356,48,DB01324$t
DB00215,DB00675,10,DB06697$t
DB00872,DB00691,48,DB00849$h
DB01325,DB06700,54,DB01140$h
DB00593,DB06636,46,DB08992$h
DB09286,DB00835,48,DB00216$t
DB00264,DB00328,36,DB01437$t
DB06701,DB04855,46,DB01614$t
DB00182,DB09070,59,DB01209$h
DB00633,DB08987,48,DB00753$t
DB00904,DB01065,48,DB01083$h
DB09080,DB09167,46,DB00857$t
DB00514,DB01118,46,DB13879$t
DB04948,DB00344,36,DB00669$h
DB00628,DB01065,48,DB00327$t
DB00514,DB00673,72,DB00866$t
DB00390,DB09084,72,DB01120$h
DB01165,DB00904,19,DB01129$h
DB00956,DB01595,15,DB00817$t
DB00794,DB08881,3,DB09053$h
DB00278,DB00210,5,DB04967$h
DB09214,DB00870,48,DB01415$t
DB05676,DB08880,48,DB01120$t
DB00788,DB00887,28,DB01364$t
DB00722,DB01324,59,DB00867$t
DB01205,DB00425,75,DB01094$h
DB00648,DB00567,74,DB06410$h
DB01260,DB00436,82,DB00250$h
DB00241,DB00349,48,DB01091$t
DB00252,DB00754,48,DB09218$h
DB08880,DB00880,69,DB11231$t
DB01614,DB00205,72,DB13025$h
DB01238,DB00542,59,DB01060$h
DB01255,DB06282,75,DB00181$h
DB00327,DB00742,48,DB08893$t
DB00458,DB09080,48,DB06766$t
DB01236,DB00807,48,DB00608$h
DB01154,DB00285,48,DB00713$t
DB09280,DB00588,3,DB00541$h
DB00241,DB05271,31,DB09125$t
DB00214,DB00968,48,DB00747$h
DB00607,DB09238,3,DB00309$h
DB00502,DB00753,19,DB00796$h
DB00605,DB00223,48,DB00370$h
DB00741,DB04868,46,DB01045$t
DB00297,DB00220,46,DB01581$t
DB01219,DB01263,46,DB00355$t
DB01198,DB12332,72,DB00797$t
DB08931,DB09330,72,DB09070$h
DB01242,DB01072,46,DB00202$t
DB06700,DB00343,46,DB01414$t
DB09078,DB01591,19,DB11817$h
DB09342,DB00476,48,DB05541$h
DB01064,DB01236,81,DB00701$h
DB00826,DB00343,48,DB09277$t
DB00573,DB09095,48,DB00515$t
DB00531,DB06697,46,DB06689$t
DB00482,DB01133,48,DB00656$t
DB00682,DB00367,11,DB09396$h
DB01351,DB00393,59,DB00897$h
DB00393,DB09270,48,DB00760$t
DB00250,DB09065,46,DB06767$t
DB00443,DB00944,48,DB00388$h
DB01255,DB08800,75,DB09161$h
DB00898,DB00379,46,DB08874$t
DB01263,DB01026,46,DB00568$t
DB00672,DB06414,46,DB00448$t
DB01067,DB00203,46,DB06777$t
DB13783,DB00742,69,DB00499$h
DB00736,DB00091,46,DB00384$t
DB01045,DB01260,74,DB01427$h
DB00672,DB00571,8,DB01082$t
DB04855,DB00501,46,DB00543$t
DB00956,DB00356,15,DB06218$h
DB06708,DB08871,19,DB00471$h
DB00363,DB08868,19,DB00512$h
DB01174,DB01142,3,DB00953$h
DB00933,DB00254,72,DB08881$h
DB01348,DB01196,74,DB01351$h
DB13872,DB04908,48,DB11256$h
DB06813,DB09084,72,DB00305$h
DB01424,DB00678,46,DB06292$t
DB00474,DB01433,48,DB00714$h
DB00006,DB01236,5,DB09462$h
DB08938,DB00180,2,DB00853$h
DB00625,DB00367,74,DB13231$h
DB00199,DB05039,19,DB01607$h
DB09320,DB01032,72,DB09091$t
DB00921,DB06636,46,DB09265$t
DB08897,DB00572,1,DB01166$h
DB00474,DB08867,74,DB00701$h
DB08881,DB00753,74,DB00857$h
DB00680,DB00440,72,DB01236$t
DB01435,DB00999,69,DB01210$h
DB00727,DB00883,48,DB01142$h
DB09049,DB00361,72,DB01412$h
DB00321,DB06603,72,DB04854$h
DB00715,DB00924,48,DB01023$h
DB01339,DB00694,39,DB00861$h
DB00353,DB01587,48,DB09112$t
DB01595,DB06738,48,DB00203$h
DB01250,DB00429,69,DB00679$t
DB06738,DB08933,72,DB00601$h
DB00820,DB00612,9,DB01170$h
DB09076,DB00986,1,DB09343$t
DB01580,DB01114,48,DB01351$t
DB01208,DB01078,57,DB06730$t
DB01248,DB00445,48,DB00813$t
DB00898,DB08873,46,DB06771$t
DB00261,DB00270,19,DB09055$t
DB00214,DB01115,48,DB09257$t
DB01014,DB00233,5,DB01202$h
DB00690,DB13323,48,DB00581$h
DB09146,DB00736,66,DB01452$t
DB00955,DB01024,71,DB00227$h
DB09352,DB09104,71,DB01095$t
DB00865,DB06691,75,DB11641$h
DB01174,DB01355,3,DB00898$h
DB00227,DB08816,72,DB06816$t
DB00798,DB08991,71,DB00259$h
DB05541,DB00091,46,DB06819$h
DB00313,DB01589,72,DB00884$h
DB06196,DB00436,69,DB12483$h
DB00238,DB00252,3,DB01355$h
DB00502,DB00726,19,DB01303$h
DB08797,DB00467,26,DB00854$h
DB08912,DB00320,74,DB09135$t
DB06288,DB01063,35,DB06791$h
DB00216,DB00344,48,DB01135$h
DB00333,DB00379,46,DB00776$t
DB01192,DB00752,48,DB00866$h
DB05294,DB00321,19,DB00944$h
DB00541,DB00196,72,DB09074$t
DB09330,DB00334,74,DB01077$h
DB01338,DB09300,48,DB00697$t
DB01045,DB01588,3,DB00582$h
DB00631,DB00335,48,DB06150$h
DB09183,DB00227,46,DB00528$t
DB00458,DB00188,46,DB05266$t
DB01208,DB09281,66,DB06820$t
DB01609,DB00620,74,DB00279$h
DB00732,DB00318,48,DB00326$t
DB01283,DB00227,46,DB00570$t
DB00700,DB00887,48,DB08918$t
DB01245,DB01111,20,DB01327$t
DB01081,DB01577,68,DB00974$t
DB00778,DB00199,46,DB00869$t
DB00195,DB00821,36,DB00675$t
DB01115,DB00476,29,DB00850$t
DB00366,DB06700,48,DB00555$t
DB00860,DB01155,48,DB00760$t
DB13874,DB00277,46,DB00711$t
DB01166,DB05812,72,DB01057$t
DB01210,DB09063,53,DB00214$h
DB01325,DB00284,69,DB08934$h
DB01614,DB06724,66,DB09488$t
DB00521,DB01407,13,DB01201$t
DB00193,DB00875,48,DB01169$t
DB09078,DB04868,46,DB06816$t
DB00999,DB00715,54,DB00378$t
DB09242,DB01143,59,DB01102$h
DB11315,DB00497,48,DB09087$h
DB00960,DB07615,36,DB11342$t
DB00415,DB01082,74,DB01094$t
DB01295,DB08439,36,DB09343$t
DB04840,DB06603,72,DB04743$t
DB00412,DB00359,46,DB06691$h
DB00861,DB00635,48,DB01393$h
DB00248,DB01394,48,DB00938$h
DB04861,DB00688,36,DB01615$t
DB00307,DB00196,46,DB08824$t
DB00598,DB09230,59,DB00799$t
DB00220,DB04876,69,DB01408$t
DB00875,DB01463,48,DB01194$h
DB00925,DB01020,48,DB01103$t
DB06267,DB00287,9,DB04861$h
DB00596,DB00783,72,DB00158$t
DB00818,DB00356,48,DB00540$h
DB00940,DB01090,48,DB00336$h
DB00843,DB01036,69,DB01098$h
DB00797,DB01180,59,DB00954$h
DB00252,DB00295,3,DB00496$h
DB06684,DB00503,46,DB00563$t
DB00635,DB08895,33,DB04835$h
DB01186,DB09054,46,DB00917$h
DB00612,DB06207,29,DB11596$t
DB01283,DB00547,48,DB01149$h
DB00188,DB00857,46,DB01618$t
DB00652,DB09015,48,DB06262$h
DB00238,DB00869,3,DB01243$h
DB08981,DB01032,72,DB06263$h
DB06690,DB01463,48,DB01397$t
DB00201,DB00678,46,DB01348$t
DB01132,DB00203,46,DB01141$h
DB00268,DB00263,46,DB00924$t
DB00381,DB09238,59,DB00518$h
DB01384,DB00774,82,DB01367$h
DB00312,DB05541,3,DB11268$t
DB01183,DB01132,46,DB00641$t
DB01173,DB01149,46,DB00202$t
DB00492,DB00939,48,DB00832$t
DB00252,DB00991,3,DB01165$h
DB00199,DB00257,46,DB00359$t
DB00517,DB00497,48,DB06804$h
DB01183,DB05812,72,DB00261$t
DB01154,DB00455,48,DB04576$t
DB00852,DB01238,60,DB06795$t
DB00252,DB00347,3,DB01588$h
DB00304,DB00491,69,DB01345$t
DB00454,DB01086,48,DB01578$h
DB00681,DB00742,48,DB04918$t
DB06772,DB09280,72,DB00925$t
DB09053,DB01234,72,DB00892$h
DB00555,DB01114,48,DB00552$h
DB00952,DB01168,48,DB00263$t
DB00180,DB00524,82,DB01155$t
DB00918,DB00675,46,DB00761$t
DB01141,DB00364,66,DB01268$h
DB09232,DB00584,48,DB08905$h
DB00999,DB00979,72,DB00992$h
DB01043,DB06702,69,DB02959$h
DB01466,DB01412,48,DB06267$t
DB00657,DB01240,59,DB00290$h
DB00749,DB01009,48,DB00385$h
DB00591,DB01263,72,DB09061$t
DB01587,DB01106,48,DB01126$h
DB09027,DB01340,72,DB00314$t
DB01253,DB05521,72,DB08906$h
DB01002,DB01229,48,DB06217$t
DB00940,DB01026,74,DB00411$h
DB00312,DB01130,74,DB00277$h
DB00956,DB00371,15,DB09102$h
DB00843,DB00598,53,DB08957$h
DB00408,DB00186,48,DB04918$h
DB01129,DB06695,10,DB00520$t
DB00307,DB01072,46,DB00261$t
DB00248,DB06742,48,DB00894$h
DB01355,DB01235,48,DB01590$h
DB00371,DB01466,48,DB00792$t
DB00870,DB00685,26,DB00570$t
DB00810,DB00483,48,DB09099$h
DB00346,DB00598,59,DB01248$h
DB00213,DB04855,46,DB00964$t
DB01626,DB00524,59,DB09210$t
DB01126,DB01264,72,DB00923$t
DB04841,DB01685,46,DB03128$t
DB01118,DB00521,53,DB01553$t
DB04946,DB08903,19,DB00755$t
DB00780,DB00542,59,DB00648$t
DB00472,DB00834,72,DB00357$h
DB01588,DB09073,72,DB00291$h
DB00014,DB01069,19,DB13139$t
DB00470,DB00668,84,DB05990$t
DB00531,DB09070,14,DB01262$h
DB01244,DB00753,48,DB00126$h
DB01250,DB03585,56,DB00361$h
DB00872,DB00822,72,DB00736$h
DB00211,DB00388,48,DB01132$h
DB01067,DB00817,8,DB00224$t
DB01062,DB09073,72,DB09082$t
DB00604,DB08943,72,DB01098$h
DB06287,DB02703,72,DB03128$h
DB01590,DB00872,72,DB00539$t
DB08899,DB01261,74,DB00962$h
DB00408,DB11609,48,DB09536$t
DB04898,DB08954,5,DB00677$h
DB00996,DB01076,48,DB00493$h
DB06203,DB00907,46,DB09488$t
DB01259,DB00176,46,DB00120$t
DB01151,DB00486,15,DB09090$t
DB01173,DB00934,15,DB00938$t
DB01624,DB00892,48,DB00276$t
DB01098,DB01321,72,DB11156$t
DB09227,DB01340,48,DB00282$t
DB00396,DB01254,72,DB06217$h
DB01174,DB08822,59,DB01170$h
DB01037,DB09330,72,DB06737$h
DB01466,DB00484,15,DB09270$t
DB00955,DB00784,71,DB04844$h
DB06237,DB01601,72,DB01301$t
DB00800,DB01240,59,DB00545$t
DB00169,DB09118,72,DB00136$t
DB00243,DB06287,72,DB01121$t
DB08816,DB00661,46,DB00772$t
DB00353,DB01136,18,DB01164$h
DB00842,DB00934,48,DB00670$h
DB00969,DB08816,46,DB00998$t
DB01320,DB00281,3,DB00275$h
DB01320,DB01188,74,DB00957$h
DB00721,DB06144,48,DB00677$t
DB00628,DB01189,48,DB09146$t
DB09167,DB06700,72,DB01095$t
DB00590,DB01021,59,DB01438$t
DB08872,DB08918,48,DB06335$h
DB00388,DB01364,48,DB09008$t
DB01136,DB00220,46,DB00809$t
DB09292,DB00187,48,DB09210$h
DB06282,DB06698,69,DB09183$t
DB00590,DB01601,46,DB00781$h
DB05039,DB06781,82,DB00319$t
DB09079,DB06287,72,DB06401$t
DB01325,DB08907,69,DB00491$h
DB00264,DB06709,45,DB00492$t
DB01261,DB00224,46,DB04845$h
DB00244,DB06736,56,DB00567$t
DB00805,DB09220,59,DB09069$h
DB01242,DB01291,48,DB00914$h
DB00956,DB04842,15,DB06696$t
DB00812,DB01628,48,DB00938$h
DB00384,DB01020,48,DB00829$h
DB12267,DB00285,46,DB00623$t
DB00944,DB00219,69,DB00813$t
DB09280,DB00246,3,DB00688$h
DB00936,DB09090,48,DB08971$h
DB00849,DB00657,59,DB08439$t
DB04573,DB08881,72,DB09040$h
DB06480,DB00508,72,DB00793$h
DB00843,DB01090,69,DB00867$h
DB00420,DB01452,48,DB01095$h
DB00273,DB00268,31,DB01558$t
DB00455,DB01072,46,DB01426$t
DB00531,DB09065,72,DB03585$t
DB01009,DB01324,69,DB01355$t
DB11921,DB00705,46,DB00970$t
DB09095,DB00214,82,DB00369$h
DB00312,DB00450,15,DB01433$t
DB00774,DB00732,72,DB09215$t
DB00673,DB08860,3,DB00607$h
DB00436,DB00491,69,DB00875$t
DB00489,DB00537,19,DB11239$h
DB08912,DB00656,74,DB00584$h
DB01221,DB00322,46,DB01583$t
DB01201,DB09396,3,DB09218$h
DB01396,DB01087,72,DB01437$h
DB06605,DB09543,5,DB01118$h
DB00598,DB09352,48,DB01240$t
DB12070,DB01264,72,DB00122$h
DB01320,DB04896,48,DB00381$h
DB00477,DB01002,48,DB01165$h
DB09218,DB00817,26,DB04871$t
DB06212,DB01204,72,DB00663$h
DB00608,DB00468,46,DB01260$t
DB00436,DB01115,48,DB00572$h
DB09555,DB01075,46,DB01041$h
DB01578,DB07615,71,DB09296$t
DB01255,DB00679,60,DB00496$h
DB01366,DB00436,82,DB00363$h
DB00228,DB08872,48,DB06264$t
DB01320,DB11817,3,DB11106$h
DB01250,DB00482,56,DB00461$h
DB00474,DB05271,31,DB06401$t
DB00652,DB00484,15,DB04841$t
DB00623,DB01440,48,DB00358$t
DB06791,DB08882,69,DB01239$h
DB00413,DB01210,48,DB00555$t
DB00589,DB08933,72,DB06201$h
DB11609,DB01576,68,DB09343$t
DB01171,DB01200,48,DB00819$t
DB00841,DB00310,82,DB11793$t
DB00275,DB00887,48,DB00120$t
DB09034,DB00188,72,DB01176$h
DB06589,DB06414,72,DB00260$h
DB00752,DB08941,48,DB00672$h
DB00420,DB06414,46,DB00760$t
DB11315,DB06204,48,DB00948$h
DB08916,DB00643,72,DB00550$t
DB00332,DB00908,46,DB01591$h
DB01047,DB01137,48,DB08974$t
DB00809,DB00209,48,DB00528$t
DB00615,DB01183,3,DB00712$h
DB00189,DB00527,48,DB08896$t
DB01047,DB00732,21,DB06480$t
DB09034,DB01167,72,DB00474$t
DB13450,DB00955,39,DB01081$h
DB00668,DB01236,81,DB09102$t
DB00465,DB00500,48,DB01559$t
DB08860,DB00959,72,DB01066$t
DB01320,DB09227,72,DB00643$t
DB00617,DB09065,46,DB06799$t
DB00531,DB00276,14,DB01619$h
DB00691,DB00968,48,DB00418$t
DB00598,DB00477,46,DB04572$h
DB00418,DB08828,3,DB00651$h
DB01229,DB00523,48,DB01282$h
DB09117,DB00647,15,DB06637$t
DB01151,DB01219,48,DB00624$h
DB01250,DB08819,69,DB09094$h
DB06770,DB00300,46,DB01037$t
DB00912,DB00227,46,DB00594$h
DB00721,DB00434,48,DB00681$h
DB01628,DB08881,72,DB09235$h
DB01138,DB02703,72,DB00219$h
DB01128,DB01232,46,DB09138$h
DB01591,DB09074,46,DB00727$t
DB01250,DB00214,28,DB08987$t
DB00972,DB09216,48,DB01392$t
DB00972,DB00934,15,DB01009$h
DB00608,DB00227,46,DB06706$t
DB00679,DB00908,72,DB00544$h
DB09220,DB00727,59,DB00596$h
DB01609,DB01559,74,DB00563$t
DB00258,DB08930,74,DB01587$h
DB01394,DB00802,72,DB00166$h
DB08860,DB00254,72,DB01030$h
DB00296,DB00273,48,DB05266$t
DB01359,DB00244,36,DB00778$t
DB04861,DB00857,72,DB09060$h
DB01028,DB00494,48,DB00491$h
DB00458,DB00952,48,DB12070$h
DB00625,DB00343,74,DB08824$h
DB00850,DB01254,72,DB06725$t
DB13158,DB00467,48,DB00804$h
DB04574,DB00732,21,DB01202$t
DB01254,DB01211,72,DB01298$t
DB13879,DB06210,72,DB01050$t
DB00782,DB00611,48,DB00495$h
DB00181,DB00455,48,DB00945$t
DB00734,DB06144,48,DB00648$t
DB00404,DB01197,72,DB00919$t
DB01193,DB01348,59,DB09055$h
DB00165,DB00794,3,DB00680$h
DB00780,DB00381,59,DB06637$h
DB00178,DB00788,48,DB09075$t
DB00652,DB00508,48,DB00260$t
DB01045,DB01380,3,DB01620$h
DB06228,DB04575,11,DB01545$h
DB01384,DB01245,48,DB09230$h
DB01380,DB00257,46,DB00252$h
DB00420,DB00218,19,DB00741$h
DB01235,DB05246,48,DB00443$t
DB01215,DB00653,15,DB06709$t
DB00898,DB05271,31,DB09231$t
DB01590,DB00492,48,DB01597$t
DB00611,DB00298,48,DB00218$h
DB00844,DB00283,48,DB00641$t
DB09091,DB00999,82,DB00956$h
DB06736,DB00313,46,DB09027$t
DB00866,DB06737,36,DB05271$t
DB00921,DB09071,15,DB09218$t
