Drug1_ID,Drug2_ID,Y,Neg samples
DB01104,DB01626,63,DB00468$h
DB01132,DB01367,8,DB09256$h
DB01174,DB00967,48,DB00907$t
DB00904,DB00544,46,DB00737$h
DB01351,DB01227,48,DB00636$t
DB01200,DB02701,48,DB01563$t
DB00333,DB01021,48,DB01077$h
DB00773,DB01072,46,DB06817$h
DB00476,DB00629,84,DB08865$h
DB00199,DB01623,19,DB01019$h
DB06216,DB01601,46,DB09069$h
DB01340,DB09238,59,DB00954$h
DB00292,DB00521,24,DB00890$h
DB00519,DB09276,48,DB00765$h
DB00845,DB00705,46,DB00202$t
DB01220,DB09462,72,DB01009$t
DB00755,DB09389,69,DB09257$h
DB09280,DB06016,3,DB00757$h
DB01153,DB00653,48,DB01420$h
DB00808,DB06203,69,DB06148$h
DB00796,DB05676,48,DB01136$h
DB06742,DB04868,46,DB11614$t
DB00612,DB00816,13,DB00841$h
DB01043,DB00376,69,DB00617$t
DB00233,DB00741,48,DB09462$t
DB01399,DB00896,48,DB01321$t
DB00454,DB09015,48,DB00488$t
DB06292,DB00359,46,DB01615$t
DB01283,DB00223,48,DB09282$t
DB00599,DB00366,15,DB01321$t
DB11915,DB00363,46,DB00497$t
DB08860,DB01601,72,DB00748$h
DB01149,DB00206,48,DB00229$h
DB00238,DB00317,74,DB01155$h
DB08970,DB00732,21,DB00560$t
DB01250,DB09212,56,DB00423$t
DB00594,DB00461,36,DB00804$h
DB00543,DB00653,15,DB00198$t
DB00972,DB06702,76,DB01338$t
DB00252,DB04953,74,DB11348$h
DB00604,DB00199,72,DB00726$h
DB00469,DB01324,69,DB01627$t
DB00749,DB01088,69,DB00660$t
DB00474,DB00292,48,DB08994$t
DB06204,DB00765,31,DB00963$t
DB00814,DB00582,72,DB01129$t
DB01394,DB01253,72,DB12598$t
DB00363,DB00903,48,DB06689$t
DB01229,DB00888,48,DB00890$h
DB00805,DB00374,59,DB00440$h
DB00679,DB08822,48,DB01355$h
DB08918,DB00938,84,DB02709$h
DB00620,DB06819,69,DB00583$t
DB00182,DB01365,48,DB00961$t
DB00880,DB01199,72,DB00741$t
DB01380,DB06335,69,DB09323$h
DB00712,DB00764,48,DB09269$h
DB06212,DB08909,72,DB01284$h
DB00349,DB01501,48,DB01619$h
DB01142,DB01175,48,DB01685$h
DB08439,DB00035,48,DB05246$h
DB06710,DB01149,46,DB00856$t
DB00831,DB01131,72,DB01221$t
DB02659,DB00908,71,DB00704$h
DB09245,DB00492,59,DB09561$t
DB00953,DB01356,48,DB01144$t
DB09049,DB01182,72,DB08958$t
DB00352,DB08868,33,DB01062$t
DB01232,DB00904,19,DB09076$h
DB00794,DB01026,3,DB00115$h
DB01609,DB01098,74,DB09543$h
DB00784,DB08819,69,DB09274$h
DB08822,DB01628,48,DB08932$h
DB08908,DB01097,48,DB00529$h
DB01133,DB01609,48,DB00561$t
DB01177,DB00749,71,DB00689$h
DB00802,DB00934,48,DB00722$t
DB00617,DB00196,46,DB00366$h
DB01069,DB00884,17,DB00279$h
DB08912,DB00338,74,DB08984$t
DB00423,DB01114,48,DB01015$t
DB00559,DB01054,74,DB01053$h
DB01220,DB01037,72,DB08800$h
DB00802,DB01254,72,DB13167$t
DB06710,DB00246,46,DB00919$t
DB00968,DB01392,36,DB06738$h
DB00696,DB00679,48,DB01135$t
DB00474,DB00294,69,DB00918$t
DB01282,DB01136,48,DB06016$t
DB00688,DB01137,26,DB00859$t
DB00961,DB13025,48,DB00798$h
DB00641,DB01435,72,DB00721$t
DB01198,DB00625,48,DB01009$h
DB00950,DB06698,69,DB00851$t
DB08906,DB01072,46,DB01284$t
DB00216,DB00953,48,DB00559$t
DB00697,DB00747,48,DB00274$h
DB00185,DB00608,46,DB09198$t
DB00337,DB01401,48,DB00502$h
DB01037,DB00490,48,DB06799$h
DB00433,DB00458,46,DB00475$t
DB00521,DB01612,48,DB02709$t
DB00321,DB09048,72,DB11828$t
DB00468,DB01182,72,DB04865$h
DB00570,DB08934,74,DB00879$h
DB12070,DB01151,46,DB01545$t
DB00524,DB00700,48,DB09076$h
DB00794,DB00571,3,DB08808$h
DB00814,DB00177,46,DB00175$t
DB00477,DB01068,48,DB06699$t
DB03585,DB11660,69,DB09138$t
DB11079,DB01250,5,DB06237$h
DB05039,DB00196,46,DB08895$t
DB08860,DB01062,72,DB06736$h
DB01013,DB01609,48,DB13145$h
DB01394,DB09280,72,DB00240$t
DB00370,DB00203,46,DB08971$h
DB01435,DB13783,48,DB05239$t
DB11156,DB00479,39,DB00799$h
DB01224,DB00697,19,DB00666$t
DB00721,DB00801,48,DB01200$h
DB01201,DB00690,3,DB00489$h
DB01221,DB00997,46,DB00747$t
DB01656,DB04951,33,DB01156$t
DB00420,DB01440,48,DB01084$h
DB00695,DB00273,82,DB09074$h
DB00343,DB00263,46,DB01188$h
DB00353,DB01104,48,DB09322$h
DB00975,DB01224,48,DB01016$t
DB01171,DB00622,46,DB01324$t
DB00698,DB09291,72,DB09014$h
DB00629,DB00208,46,DB00368$t
DB01708,DB08909,69,DB01627$t
DB00337,DB01097,48,DB01209$h
DB00963,DB01435,48,DB09210$h
DB00498,DB09123,11,DB04878$t
DB00435,DB00206,48,DB06813$t
DB01122,DB01359,53,DB06196$t
DB00530,DB00440,46,DB09230$t
DB00899,DB01081,48,DB00379$t
DB01210,DB00788,36,DB00969$h
DB01551,DB00343,46,DB01431$t
DB00335,DB00925,59,DB00760$t
DB00884,DB00227,48,DB00695$h
DB01221,DB09128,48,DB09034$h
DB06777,DB00246,46,DB00956$t
DB04572,DB00582,46,DB01589$t
DB01136,DB01392,36,DB00493$h
DB00193,DB01580,48,DB01024$h
DB00338,DB08881,72,DB00339$t
DB00437,DB00584,85,DB13167$h
DB00204,DB00014,19,DB01339$h
DB12532,DB09072,15,DB00691$h
DB00615,DB00231,3,DB00651$h
DB06605,DB00768,5,DB11921$h
DB00655,DB00136,69,DB00360$h
DB00876,DB06826,59,DB08880$t
DB01009,DB00695,28,DB01076$t
DB00206,DB01180,59,DB01096$t
DB01576,DB00863,75,DB06804$h
DB00661,DB00727,48,DB00279$t
DB01224,DB00412,69,DB00345$t
DB00492,DB09292,48,DB00592$t
DB01410,DB01044,48,DB00366$h
DB09238,DB00318,69,DB00400$t
DB01014,DB06802,56,DB00562$h
DB00854,DB09017,48,DB09078$h
DB09352,DB01142,75,DB00599$h
DB02709,DB00635,48,DB01211$t
DB00938,DB08873,72,DB04911$t
DB01614,DB01080,48,DB01088$t
DB00706,DB09026,48,DB00614$h
DB00238,DB01466,3,DB06739$h
DB00897,DB00268,31,DB09130$t
DB00179,DB04743,48,DB09241$t
DB00794,DB09026,3,DB02703$h
DB01165,DB01151,19,DB01587$h
DB09204,DB00436,48,DB00769$t
DB06626,DB00501,46,DB01401$t
DB00783,DB09167,46,DB06702$h
DB00613,DB00482,46,DB08907$t
DB00540,DB00178,72,DB01011$h
DB09027,DB00704,72,DB00425$h
DB01023,DB01149,46,DB06777$t
DB00898,DB00188,46,DB00481$t
DB08903,DB00014,19,DB00278$t
DB08880,DB08970,48,DB00517$h
DB01164,DB00310,71,DB02300$t
DB00334,DB00924,48,DB00946$t
DB06690,DB09224,48,DB00489$h
DB00997,DB01232,46,DB00308$t
DB00392,DB00572,48,DB00950$t
DB00946,DB00294,11,DB09232$h
DB01159,DB05812,72,DB00905$h
DB00494,DB09245,48,DB09230$h
DB00637,DB00752,46,DB00542$t
DB01180,DB00963,48,DB00474$h
DB01224,DB09065,72,DB13879$h
DB00715,DB00951,46,DB00443$t
DB00356,DB00476,46,DB00313$t
DB00843,DB09039,46,DB00185$t
DB00379,DB09167,46,DB00360$h
DB08899,DB11614,74,DB00309$h
DB00398,DB00343,46,DB00763$t
DB06155,DB08933,72,DB00245$t
DB06237,DB00212,9,DB00436$h
DB00448,DB00745,46,DB01033$t
DB00214,DB11156,16,DB00962$h
DB00218,DB08871,19,DB01239$h
DB09063,DB00196,19,DB01183$h
DB00794,DB01427,3,DB00704$h
DB01220,DB08958,72,DB00205$t
DB00948,DB00479,74,DB00399$h
DB00892,DB01175,48,DB08807$t
DB00813,DB13025,48,DB09117$t
DB00184,DB09039,46,DB00834$h
DB01062,DB00844,48,DB00496$t
DB00946,DB06802,5,DB01377$h
DB13595,DB01013,2,DB00465$h
DB00648,DB01621,74,DB01592$t
DB09083,DB01175,19,DB11828$t
DB00684,DB09218,71,DB00409$h
DB00546,DB00257,46,DB00820$t
DB00283,DB09241,1,DB00335$h
DB00908,DB09275,71,DB09295$h
DB01255,DB01174,74,DB00722$h
DB00373,DB00519,48,DB00424$t
DB00908,DB00193,69,DB01433$t
DB00238,DB01058,74,DB00539$h
DB00696,DB00734,48,DB01138$h
DB08439,DB01101,72,DB09265$t
DB08916,DB01200,72,DB00872$t
DB08824,DB00715,44,DB01023$h
DB04842,DB00909,48,DB00491$h
DB01174,DB09204,74,DB08807$h
DB00706,DB08822,48,DB00758$t
DB00337,DB00282,48,DB00755$h
DB00238,DB01319,10,DB00027$t
DB09076,DB00496,1,DB01255$h
DB09342,DB00356,48,DB06287$t
DB00844,DB00962,48,DB00871$h
DB00727,DB08822,48,DB01217$t
DB09166,DB08865,46,DB09300$h
DB01175,DB00871,19,DB00465$h
DB05266,DB08931,59,DB01578$t
DB00974,DB00163,5,DB09300$h
DB00703,DB01193,48,DB01621$h
DB00618,DB00364,66,DB08800$h
DB00960,DB08865,53,DB06288$t
DB06263,DB00812,71,DB00989$h
DB08860,DB01253,72,DB09161$t
DB01320,DB00674,3,DB00778$h
DB00371,DB00656,48,DB01415$t
DB00908,DB00819,71,DB09034$h
DB06403,DB00246,46,DB00250$t
DB00573,DB04574,48,DB00501$h
DB04896,DB00451,69,DB12332$t
DB00238,DB01384,3,DB09135$h
DB09078,DB01059,19,DB00496$t
DB00963,DB00487,26,DB01136$t
DB01614,DB00598,59,DB00906$t
DB08807,DB09215,36,DB00498$t
DB01240,DB01088,48,DB00396$t
DB00914,DB09238,46,DB00291$t
DB00327,DB01545,48,DB00682$h
DB00215,DB00983,19,DB00876$t
DB00696,DB00542,72,DB08880$h
DB11256,DB00313,74,DB00453$h
DB01600,DB00838,48,DB00196$h
DB01045,DB00169,3,DB08934$h
DB00648,DB08903,74,DB13179$h
DB00635,DB00705,46,DB04840$t
DB01192,DB00715,46,DB00422$t
DB01320,DB00864,74,DB00805$t
DB00220,DB01395,74,DB00251$t
DB00252,DB09095,74,DB00321$h
DB00180,DB00263,46,DB00358$t
DB00287,DB00542,59,DB00867$h
DB01337,DB00468,20,DB01181$t
DB00802,DB00852,68,DB00377$t
DB09291,DB00220,46,DB04272$t
DB00483,DB09290,38,DB00671$t
DB00794,DB00524,29,DB09211$t
DB01283,DB01399,48,DB01321$h
DB00418,DB00842,48,DB01251$t
DB00475,DB00227,46,DB01206$t
DB00951,DB01201,79,DB13025$h
DB01210,DB08865,53,DB00520$h
DB11921,DB06819,69,DB04861$h
DB01263,DB06636,76,DB01121$t
DB00264,DB00867,13,DB00653$h
DB00835,DB00985,48,DB00781$h
DB00665,DB00625,46,DB00818$t
DB00252,DB09166,72,DB08881$t
DB00214,DB01240,59,DB06202$t
DB00517,DB00844,48,DB09280$h
DB01193,DB01435,36,DB00985$t
DB00802,DB09235,48,DB00181$h
DB01580,DB00337,36,DB06738$h
DB06480,DB00972,72,DB09265$h
DB01576,DB00195,46,DB00449$t
DB00690,DB12532,48,DB01255$h
DB01200,DB09026,48,DB00847$h
DB00421,DB00812,36,DB03615$h
DB00584,DB00188,46,DB01165$t
DB06725,DB00905,69,DB00428$t
DB00461,DB08964,69,DB00241$t
DB00751,DB00233,48,DB01452$h
DB01050,DB02187,48,DB08811$t
DB06267,DB00612,9,DB01059$t
DB01036,DB01263,72,DB00344$h
DB08881,DB00625,74,DB01167$t
DB01018,DB01080,48,DB11348$h
DB06148,DB04948,69,DB05521$t
DB00985,DB04844,48,DB00468$t
DB00238,DB00359,3,DB09156$h
DB01190,DB00976,46,DB00759$t
DB06288,DB04842,35,DB00853$h
DB00696,DB01118,46,DB04272$h
DB01154,DB00774,29,DB11254$t
DB00881,DB01224,48,DB06196$h
DB01403,DB06595,46,DB01331$t
DB01198,DB05246,48,DB00362$t
DB01320,DB00636,3,DB00934$h
DB01161,DB01587,48,DB09020$t
DB00178,DB08976,48,DB01575$t
DB00953,DB00238,46,DB01183$t
DB12026,DB04868,46,DB13872$t
DB00371,DB00446,46,DB01357$t
DB01320,DB00379,74,DB01012$h
DB04951,DB01708,48,DB00389$t
DB01355,DB01242,3,DB06786$h
DB00738,DB00246,46,DB01153$h
DB01623,DB06290,46,DB01435$t
DB13231,DB00880,71,DB06204$h
DB00794,DB00297,3,DB01418$h
DB08439,DB05812,46,DB01139$t
DB00257,DB00497,48,DB09102$t
DB06723,DB06410,72,DB00345$t
DB04844,DB01463,48,DB00545$t
DB01097,DB09084,48,DB00552$t
DB00238,DB00997,3,DB00853$h
DB01245,DB00747,69,DB00280$t
DB00421,DB00742,48,DB08896$t
DB00805,DB12278,69,DB00213$h
DB01115,DB00335,59,DB09324$t
DB04951,DB00238,72,DB06771$h
DB01242,DB08822,48,DB04571$h
DB00967,DB01036,48,DB01017$t
DB00635,DB00880,82,DB00482$t
DB11915,DB01167,46,DB00398$t
DB00859,DB09162,66,DB05990$t
DB09227,DB00887,48,DB01416$t
DB06207,DB12001,72,DB01059$t
DB00335,DB01021,59,DB06267$h
DB00476,DB06204,48,DB00705$h
DB09342,DB01151,48,DB01327$h
DB01236,DB04841,48,DB09130$h
DB08828,DB00834,72,DB11268$h
DB01065,DB00588,48,DB06206$t
DB00401,DB01118,72,DB11121$h
DB04868,DB00976,72,DB00469$t
DB09084,DB00324,48,DB00471$h
DB00230,DB00996,69,DB00668$h
DB00706,DB00808,48,DB00958$h
DB05246,DB00470,15,DB11254$h
DB01192,DB00421,48,DB00462$t
DB00434,DB04908,48,DB11596$h
DB00498,DB00304,11,DB01108$t
DB00773,DB09054,46,DB04835$t
DB01433,DB04842,48,DB00426$h
DB06810,DB00244,71,DB01057$h
DB12267,DB00641,74,DB09297$h
DB00179,DB00467,26,DB11619$t
DB01227,DB06717,72,DB01042$h
DB01622,DB04846,59,DB01000$h
DB00988,DB00501,46,DB00479$t
DB00598,DB09236,59,DB00230$h
DB01043,DB01390,72,DB04842$h
DB00332,DB00503,46,DB00367$t
DB01158,DB08865,53,DB09324$h
DB00539,DB08893,19,DB00347$h
DB01320,DB00622,72,DB00243$t
DB01136,DB09227,59,DB00952$t
DB00315,DB06144,48,DB00378$t
DB01601,DB01623,19,DB01301$h
DB04896,DB00841,84,DB01149$t
DB00531,DB00179,14,DB01384$h
DB01029,DB06694,59,DB01106$h
DB00091,DB00452,56,DB00581$t
DB04839,DB00835,74,DB01177$h
DB00780,DB00333,48,DB00715$h
DB01124,DB04878,8,DB00316$h
DB01030,DB00176,72,DB01273$t
DB08916,DB00715,72,DB00232$t
DB01024,DB01222,48,DB11586$h
DB00976,DB08933,72,DB08993$t
DB01021,DB00782,72,DB09166$t
DB01437,DB13025,48,DB06697$h
DB09075,DB00861,5,DB00422$h
DB00497,DB00455,48,DB00859$t
DB00672,DB00205,46,DB06691$t
DB05109,DB09119,46,DB08882$t
DB00829,DB00653,15,DB00456$h
DB00292,DB09072,15,DB06207$t
DB01366,DB00232,82,DB00240$t
DB00670,DB12278,48,DB09134$h
DB00326,DB09216,69,DB01060$h
DB01047,DB00224,72,DB06729$t
DB00418,DB00575,48,DB00573$t
DB03754,DB01066,74,DB01060$h
DB00237,DB00653,15,DB00553$t
DB08912,DB01149,74,DB02659$h
DB09231,DB00758,69,DB01166$h
DB01203,DB09236,59,DB00713$h
DB00492,DB09276,48,DB05260$t
DB01074,DB00175,48,DB00917$h
DB00682,DB00300,46,DB00219$t
DB00489,DB01259,19,DB00776$t
DB00543,DB00180,69,DB06290$h
DB00674,DB00224,46,DB01139$h
DB00474,DB01244,3,DB00436$h
DB06203,DB00705,74,DB00843$h
DB00387,DB00611,48,DB00652$h
DB00479,DB00482,71,DB01210$h
DB00563,DB13167,72,DB04573$h
DB00374,DB01143,59,DB00829$t
DB00559,DB08906,74,DB01236$h
DB06212,DB08865,72,DB01390$t
DB08901,DB01242,46,DB00697$t
DB00091,DB00795,56,DB09300$h
DB01098,DB00691,72,DB00454$h
DB00675,DB01029,46,DB01019$h
DB00628,DB08815,48,DB13450$h
DB00420,DB06702,76,DB09324$t
DB00620,DB00914,69,DB00477$t
DB00731,DB01319,46,DB00287$t
DB00361,DB00503,46,DB00515$t
DB00436,DB00715,54,DB01039$h
DB00214,DB00774,59,DB01395$t
DB00233,DB11362,48,DB01113$h
DB01545,DB00450,15,DB01426$t
DB00318,DB00726,48,DB08889$t
DB00433,DB00323,48,DB00738$h
DB01206,DB06595,46,DB06816$h
DB00554,DB00158,69,DB09167$t
DB01045,DB04930,3,DB01208$h
DB00358,DB01076,48,DB00832$h
DB09224,DB04946,48,DB04854$t
DB01355,DB09073,72,DB04840$h
DB00477,DB00899,48,DB00440$h
DB00652,DB00232,48,DB00170$t
DB00497,DB00543,48,DB06825$t
DB00875,DB06708,32,DB01190$h
DB01589,DB12332,46,DB00780$h
DB00904,DB00747,48,DB01100$t
DB00677,DB00747,69,DB00490$h
DB00240,DB00176,46,DB09138$t
DB01110,DB08933,72,DB00385$h
DB00423,DB00653,15,DB00577$h
DB00872,DB01126,72,DB01600$t
DB00238,DB01216,3,DB00639$h
DB00572,DB00844,48,DB00381$t
DB00014,DB01238,19,DB08991$h
DB08912,DB00655,74,DB00362$t
DB00177,DB00322,46,DB00399$t
DB00252,DB01229,3,DB04786$h
DB01587,DB00540,48,DB09555$t
DB12598,DB01050,5,DB00692$h
DB00209,DB00496,48,DB01217$h
DB00433,DB00664,72,DB00193$t
DB00325,DB00968,48,DB01128$t
DB00341,DB00660,48,DB00571$t
DB00744,DB01059,26,DB00202$h
DB00774,DB08918,54,DB00578$t
DB00734,DB00349,46,DB00014$t
DB01200,DB01011,48,DB09094$t
DB01466,DB00758,46,DB01074$h
DB00477,DB01611,72,DB00337$h
DB00590,DB04743,59,DB01403$t
DB01384,DB01325,82,DB00438$h
DB09216,DB06786,48,DB09048$h
DB00279,DB00651,3,DB00205$h
DB00744,DB08819,69,DB09320$t
DB01544,DB05271,31,DB11633$t
DB00425,DB01463,15,DB01392$t
DB00857,DB09216,48,DB06213$t
DB00573,DB00999,69,DB08913$h
DB00543,DB08906,69,DB01112$t
DB04861,DB00458,72,DB08906$t
DB00623,DB13323,48,DB01426$h
DB01544,DB01069,48,DB01141$t
DB02709,DB00838,48,DB05990$t
DB01143,DB08822,48,DB01149$h
DB06212,DB01369,72,DB06261$h
DB06212,DB00193,72,DB01140$h
DB00243,DB00361,72,DB11633$h
DB01424,DB00679,46,DB00410$t
DB00818,DB01558,48,DB11342$h
DB00312,DB08933,72,DB01416$t
DB00234,DB00254,46,DB00221$t
DB00605,DB09212,48,DB06716$h
DB00295,DB04842,48,DB06603$h
DB00238,DB01103,3,DB09097$h
DB08881,DB01236,74,DB06211$h
DB00720,DB00452,23,DB00283$h
DB00798,DB08439,71,DB09262$h
DB08824,DB01255,44,DB00759$h
DB01078,DB01226,81,DB01384$h
DB00688,DB01380,48,DB09073$t
DB04908,DB00673,72,DB09338$h
DB00904,DB09118,72,DB09138$h
DB00502,DB00857,46,DB09065$t
DB00531,DB00605,14,DB04794$h
DB01624,DB01437,48,DB04898$h
DB01068,DB00208,46,DB00865$t
DB00615,DB00440,3,DB01127$h
DB08808,DB00472,72,DB08932$h
DB00425,DB00996,15,DB00740$t
DB00210,DB00812,48,DB00448$h
DB04840,DB00869,59,DB00318$h
DB00947,DB01319,46,DB06813$t
DB01242,DB00705,46,DB06710$t
DB01247,DB00298,48,DB02701$t
DB01238,DB00373,59,DB00488$h
DB00216,DB01254,72,DB13142$h
DB01184,DB06708,46,DB08798$h
DB01159,DB06697,46,DB11613$t
DB00461,DB00887,28,DB01037$t
DB07615,DB00244,48,DB00450$h
DB01086,DB06204,15,DB01201$h
DB01435,DB00503,46,DB09078$t
DB09227,DB01072,72,DB06789$h
DB00794,DB00722,59,DB00845$h
DB08881,DB00745,74,DB00856$h
DB01174,DB00714,59,DB01141$t
DB00153,DB00834,72,DB01082$h
DB09224,DB00273,48,DB00826$h
DB00897,DB09128,48,DB00521$h
DB00521,DB09084,36,DB00245$h
DB00443,DB04575,72,DB00405$h
DB01433,DB00774,48,DB00326$h
DB01159,DB00980,48,DB06730$h
DB08867,DB04868,72,DB00985$h
DB09082,DB09073,72,DB09014$t
DB01029,DB00542,48,DB09290$t
DB00710,DB01578,23,DB11235$h
DB06207,DB00875,72,DB00705$h
DB00956,DB05812,72,DB00361$t
DB01340,DB08981,48,DB00770$h
DB00436,DB00883,48,DB08947$h
DB00514,DB01622,48,DB09330$t
DB01422,DB09238,48,DB01139$t
DB00590,DB01240,59,DB00806$h
DB00564,DB13874,3,DB00517$h
DB09245,DB11362,59,DB01319$t
DB00470,DB00841,84,DB01558$h
DB00175,DB00745,72,DB00822$t
DB00418,DB04841,3,DB06155$h
DB01418,DB01357,11,DB06595$h
DB01100,DB01618,48,DB00169$t
DB00972,DB00496,46,DB00471$t
DB00261,DB01403,19,DB00377$h
DB01390,DB01095,74,DB00184$h
DB00972,DB00273,15,DB01261$t
DB00356,DB05271,31,DB00780$t
DB09286,DB01106,48,DB00499$t
DB00435,DB04861,48,DB00345$t
DB00589,DB01259,48,DB05015$h
DB00288,DB00214,82,DB09267$h
DB09078,DB00254,46,DB00654$h
DB08807,DB06736,36,DB08913$t
DB00660,DB00557,15,DB00437$t
