Drug1_ID,Drug2_ID,Y
DB01098,DB00668,0
DB00273,DB09338,10
DB09241,DB00177,13
DB00590,DB00792,0
DB00359,DB00603,0
DB01254,DB08911,3
DB00749,DB01576,9
DB00327,DB01169,1
DB11921,DB01234,11
DB00409,DB05812,0
DB00851,DB00218,0
DB09076,DB09039,4
DB06480,DB01411,0
DB01559,DB00342,7
DB09223,DB01104,2
DB00896,DB01015,19
DB04665,DB00322,0
DB01228,DB00494,0
DB04840,DB06589,0
DB08930,DB00173,0
DB00586,DB06154,1
DB00323,DB01143,2
DB00351,DB00642,1
DB00165,DB00501,1
DB06589,DB04844,5
DB00860,DB13003,2
DB00477,DB00678,1
DB01184,DB00281,0
DB12070,DB00187,0
DB00343,DB01069,0
DB00263,DB01044,12
DB04552,DB00628,1
DB00932,DB09061,0
DB00810,DB06774,6
DB14538,DB14631,3
DB00590,DB09224,0
DB11614,DB00619,5
DB01418,DB00908,4
DB00799,DB00418,3
DB00384,DB00435,0
DB00949,DB04948,12
DB00401,DB00432,1
DB08865,DB01204,0
DB11619,DB00819,3
DB09013,DB00474,11
DB00833,DB01333,1
DB00980,DB01222,1
DB00186,DB12532,0
DB00682,DB00215,40
DB01005,DB09073,2
DB01611,DB00850,5
DB08865,DB00358,0
DB00150,DB00962,2
DB00196,DB01023,5
DB00193,DB00351,1
DB05990,DB06730,6
DB00613,DB01155,5
DB00831,DB01116,8
DB00270,DB04920,14
DB06176,DB00367,0
DB00367,DB13867,4
DB00741,DB00557,0
DB00425,DB00394,3
DB00273,DB06230,1
DB04920,DB00209,0
DB00554,DB11817,1
DB04871,DB09166,2
DB00590,DB04894,0
DB08932,DB09214,6
DB06774,DB00773,0
DB00839,DB12015,11
DB00813,DB01274,9
DB00379,DB08865,0
DB00825,DB06589,5
DB00637,DB14011,0
DB00476,DB06695,56
DB08439,DB09230,15
DB00788,DB00932,3
DB06736,DB00537,1
DB00591,DB01067,19
DB01020,DB01069,1
DB01041,DB14033,0
DB00589,DB00820,8
DB11978,DB08906,0
DB15444,DB02709,0
DB00849,DB01544,2
DB00564,DB00810,7
DB04845,DB06469,0
DB04896,DB00006,56
DB00784,DB00625,0
DB00489,DB06726,0
DB09351,DB00590,27
DB00321,DB01403,0
DB13139,DB06153,6
DB01129,DB00264,0
DB00328,DB00812,2
DB06736,DB02709,18
DB01100,DB04948,12
DB00458,DB00091,0
DB00718,DB11691,1
DB09237,DB01873,4
DB00461,DB00598,8
DB11951,DB06153,7
DB11712,DB09183,4
DB01037,DB00629,13
DB00461,DB00439,0
DB12371,DB00187,8
DB00877,DB00959,4
DB01395,DB11574,0
DB13943,DB06209,44
DB14065,DB09083,20
DB01558,DB09167,2
DB00852,DB12371,9
DB00396,DB04898,50
DB01245,DB00202,0
DB00006,DB01169,18
DB00540,DB00191,6
DB01327,DB01065,16
DB06204,DB00370,41
DB01174,DB00871,6
DB01355,DB03575,2
DB06287,DB00206,4
DB00586,DB00519,33
DB06684,DB00361,0
DB00300,DB01059,16
DB00401,DB00625,11
DB00461,DB01212,1
DB11362,DB06589,0
DB12941,DB09079,4
DB06211,DB01583,16
DB01028,DB00203,0
DB06605,DB00443,3
DB01320,DB03756,0
DB01108,DB11827,19
DB00969,DB01577,2
DB13928,DB00559,12
DB00487,DB01169,5
DB00908,DB06663,0
DB11730,DB00312,3
DB09288,DB00755,0
DB00333,DB01060,1
DB00805,DB00397,2
DB04905,DB06772,18
DB06153,DB01074,24
DB00972,DB01685,0
DB09073,DB00549,0
DB00936,DB00292,1
DB00193,DB06414,3
DB00533,DB04743,18
DB11362,DB00861,6
DB01064,DB01075,31
DB05294,DB11613,1
DB00969,DB01044,0
DB01248,DB11757,0
DB01591,DB00470,82
DB00421,DB11367,10
DB06695,DB06603,4
DB00461,DB09295,2
DB09071,DB00636,3
DB01043,DB00758,0
DB00864,DB00698,1
DB00810,DB00850,6
DB00289,DB00435,1
DB14512,DB00398,3
DB11979,DB00193,0
DB12267,DB00307,3
DB00091,DB09237,4
DB00721,DB00629,13
DB06736,DB12371,9
DB09212,DB00827,38
DB00445,DB00642,2
DB14540,DB00672,19
DB05381,DB11652,4
DB06212,DB11560,10
DB04861,DB08931,13
DB00758,DB01155,0
DB01337,DB00668,2
DB01200,DB06702,7
DB01256,DB00312,3
DB00881,DB14063,15
DB13953,DB11613,1
DB00969,DB01062,7
DB11362,DB08502,0
DB08912,DB00394,3
DB01367,DB00338,3
DB00641,DB00176,0
DB06201,DB01437,2
DB11575,DB08881,4
DB12026,DB01136,4
DB00701,DB00497,0
DB00788,DB09241,1
DB00822,DB01155,5
DB08807,DB01232,0
DB00290,DB00349,1
DB00564,DB00647,0
DB06712,DB00763,0
DB06218,DB00957,3
DB09061,DB01168,2
DB00851,DB00675,0
DB00391,DB11156,2
DB01028,DB04856,0
DB08901,DB08502,0
DB00321,DB04920,0
DB01023,DB08907,17
DB00377,DB00811,1
DB00531,DB00334,0
DB00244,DB01587,1
DB01624,DB08910,2
DB01130,DB01120,19
DB11753,DB09297,4
DB00440,DB12332,0
DB00472,DB00469,32
DB00353,DB08815,9
DB01222,DB14538,2
DB00734,DB06736,9
DB00946,DB00441,12
DB01380,DB09070,4
DB00682,DB01352,3
DB01283,DB04743,18
DB01576,DB00325,8
DB12020,DB00564,3
DB01466,DB00412,0
DB13345,DB00968,45
DB09061,DB09296,1
DB01181,DB00338,3
DB05885,DB00474,3
DB00861,DB11901,1
DB14539,DB01405,43
DB00802,DB01355,2
DB08816,DB00091,4
DB00605,DB09289,9
DB11689,DB01320,11
DB00755,DB01009,0
DB04842,DB13783,15
DB01331,DB00418,1
DB00897,DB04946,2
DB01032,DB04920,1
DB00373,DB00196,0
DB01097,DB00916,0
DB00316,DB00195,0
DB00834,DB09213,4
DB09183,DB01191,0
DB01132,DB00359,12
DB01097,DB14635,0
DB00864,DB04948,1
DB01114,DB01338,2
DB01015,DB06789,6
DB01384,DB00412,19
DB12161,DB01190,0
DB01119,DB01136,13
DB00588,DB04817,23
DB01151,DB00338,3
DB00448,DB12332,1
DB06730,DB13955,3
DB06410,DB01410,6
DB00184,DB00949,0
DB12130,DB06595,3
DB00945,DB01021,1
DB01586,DB09288,62
DB09299,DB01156,1
DB00668,DB06736,9
DB01069,DB01208,5
DB00624,DB00988,1
DB00250,DB14542,3
DB00932,DB00763,0
DB00674,DB01085,2
DB04871,DB00762,0
DB00987,DB08896,0
DB00243,DB11691,1
DB00252,DB04838,4
DB08811,DB11823,2
DB01105,DB04665,56
DB14575,DB00173,0
DB09285,DB00915,1
DB01224,DB08932,13
DB08815,DB06712,0
DB09080,DB00414,0
DB01320,DB11901,4
DB06701,DB04884,2
DB00208,DB00292,1
DB01357,DB00514,0
DB06510,DB00481,0
DB00542,DB00825,15
DB11619,DB00301,3
DB00940,DB09089,2
DB00602,DB00530,3
DB01587,DB06702,7
DB01176,DB04896,2
DB00764,DB09212,23
DB00603,DB00620,4
DB11652,DB00783,0
DB00718,DB00861,1
DB04846,DB08864,0
DB01601,DB09555,5
DB00557,DB00218,5
DB00924,DB00998,29
DB04889,DB00396,0
DB01009,DB00863,1
DB12161,DB00810,0
DB00861,DB00783,1
DB01050,DB00471,0
DB05229,DB09079,18
DB08883,DB00396,3
DB00794,DB00871,6
DB00731,DB00317,0
DB01591,DB09236,5
DB01611,DB01403,5
DB00204,DB09054,0
DB04743,DB14126,59
DB01466,DB14635,0
DB11757,DB11718,0
DB00721,DB00796,13
DB00933,DB01232,5
DB00577,DB12070,16
DB00808,DB04817,6
DB00321,DB00672,53
DB00333,DB12693,2
DB05039,DB04846,6
DB00333,DB00784,0
DB00323,DB11855,7
DB00864,DB00933,5
DB01067,DB00617,0
DB09225,DB05676,3
DB00234,DB01176,2
DB00309,DB00741,3
DB01198,DB00812,0
DB08883,DB01074,0
DB01333,DB00435,1
DB00477,DB00730,0
DB00916,DB11827,0
DB09079,DB00454,3
DB00477,DB01012,0
DB15233,DB01544,0
DB00684,DB09068,1
DB00857,DB08881,4
DB00500,DB00753,9
DB08934,DB08881,4
DB00557,DB09034,7
DB11689,DB00273,0
DB08910,DB00827,0
DB01248,DB12010,0
DB00631,DB00987,2
DB00211,DB06736,9
DB00285,DB00193,21
DB01166,DB01173,0
DB01331,DB01043,1
DB01333,DB00292,1
DB12267,DB00532,0
DB00898,DB00170,3
DB00969,DB08897,7
DB01126,DB06736,9
DB00788,DB00278,26
DB00518,DB03010,0
DB09213,DB13874,0
DB04828,DB08934,1
DB08846,DB00736,16
DB01394,DB04905,0
DB00421,DB01159,2
DB12483,DB01394,3
DB00544,DB00938,0
DB01559,DB00435,0
DB06589,DB01698,0
DB00966,DB08881,1
DB00546,DB01355,2
DB01124,DB09280,0
DB14185,DB01016,0
DB11817,DB00205,16
DB06403,DB00520,16
DB00420,DB00818,2
DB01108,DB00872,0
DB13867,DB00501,0
DB01232,DB00668,2
DB00176,DB01388,0
DB00315,DB00487,0
DB01191,DB01577,21
DB00347,DB09225,2
DB01589,DB08881,0
DB00346,DB02701,0
DB04574,DB00635,4
DB09074,DB00549,0
DB04743,DB01183,1
DB00818,DB00712,0
DB01136,DB02709,0
DB00908,DB00708,2
DB00454,DB00872,0
DB11978,DB00412,0
DB08864,DB09080,5
DB01337,DB00715,2
DB00571,DB05018,1
DB06210,DB00486,0
DB12070,DB06819,0
DB00788,DB13878,0
DB00731,DB00238,0
DB00218,DB00933,5
DB00898,DB04743,23
DB00437,DB01015,1
DB00397,DB00436,97
DB00721,DB08918,41
DB00731,DB00957,6
DB01559,DB09244,2
DB00698,DB14006,1
DB09389,DB00006,50
DB05154,DB00176,4
DB12147,DB00591,3
DB11718,DB04844,0
DB00433,DB01405,5
DB00857,DB00851,0
DB00203,DB01264,2
DB00972,DB00467,0
DB06603,DB00607,3
DB00559,DB05676,3
DB00290,DB01242,1
DB00197,DB06413,0
DB00544,DB00295,0
DB00091,DB00717,0
DB01367,DB00549,4
DB01418,DB15444,0
DB08502,DB00549,0
DB00726,DB06691,2
DB00904,DB00762,0
DB04840,DB00264,0
DB00628,DB01041,7
DB09245,DB00211,47
DB11828,DB08896,0
DB00482,DB13783,2
DB05095,DB01212,1
DB00461,DB09223,1
DB01384,DB00468,19
DB00656,DB06603,5
DB08922,DB01297,0
DB12161,DB09291,0
DB00700,DB09068,10
DB00599,DB01352,2
DB00814,DB01591,9
DB01275,DB08911,1
DB01118,DB00285,0
DB09232,DB00491,17
DB00699,DB01244,24
DB00864,DB00690,1
DB01120,DB00279,6
DB01367,DB12693,41
DB00694,DB01174,3
DB00829,DB00705,0
DB00328,DB01039,0
DB06616,DB00338,30
DB00541,DB04817,3
DB00598,DB01104,0
DB00564,DB08804,12
DB06446,DB01135,37
DB00169,DB00591,6
DB01355,DB00544,0
DB00188,DB00234,0
DB01337,DB01392,2
DB12015,DB05676,3
DB00418,DB06710,1
DB01032,DB11691,1
DB01656,DB09099,0
DB12693,DB01100,5
DB01168,DB02709,26
DB00784,DB11642,2
DB12371,DB06174,0
DB00700,DB01032,10
DB01656,DB00343,0
DB01410,DB06700,0
DB09216,DB06335,1
DB01268,DB01685,0
DB00201,DB00822,4
DB00640,DB01580,14
DB09204,DB00850,4
DB01138,DB06605,2
DB00482,DB05229,26
DB11901,DB00763,0
DB00397,DB04946,6
DB00252,DB14006,49
DB01612,DB01580,2
DB14975,DB09118,4
DB00432,DB00631,2
DB00934,DB01253,2
DB01177,DB00745,0
DB01068,DB00907,7
DB00363,DB00836,0
DB01244,DB11837,0
DB01212,DB08907,1
DB01337,DB06738,2
DB11712,DB00199,0
DB01098,DB09389,1
DB00409,DB00532,2
DB00554,DB01576,9
DB00224,DB05676,3
DB09074,DB06228,1
DB01001,DB09224,5
DB05812,DB09063,0
DB09195,DB01100,0
DB05015,DB01204,0
DB01032,DB06228,1
DB00461,DB00369,1
DB09224,DB11901,1
DB00206,DB01129,1
DB01395,DB00833,10
DB00755,DB00641,0
DB00195,DB01087,0
DB11574,DB09034,4
DB00582,DB06446,12
DB01108,DB00877,4
DB01175,DB00590,4
DB11652,DB01200,0
DB00246,DB11718,5
DB00983,DB01014,9
DB01129,DB00701,0
DB00186,DB00363,2
DB15685,DB01201,11
DB00588,DB00842,2
DB00972,DB01059,0
DB01580,DB01149,2
DB06201,DB01186,2
DB01021,DB00842,10
DB00827,DB08865,5
DB01028,DB12319,0
DB06789,DB00224,0
DB06155,DB00216,2
DB00441,DB06700,1
DB06292,DB08931,2
DB11915,DB01079,0
DB11967,DB01367,0
DB00228,DB00628,2
DB00727,DB04840,13
DB02134,DB00501,0
DB14540,DB01320,11
DB00881,DB08880,16
DB09235,DB01232,5
DB11986,DB00849,3
DB06772,DB00904,0
DB09053,DB00792,0
DB01295,DB00503,0
DB00444,DB00281,0
DB00696,DB06738,2
DB01118,DB00323,0
DB00675,DB01117,0
DB01193,DB09236,13
DB01395,DB01227,6
DB06204,DB00627,0
DB00356,DB09204,1
DB00719,DB00313,5
DB06603,DB00281,0
DB01067,DB09204,12
DB09048,DB13919,0
DB06292,DB00966,2
DB06589,DB00665,0
DB00559,DB11901,3
DB06203,DB00603,6
DB01256,DB09330,0
DB00278,DB01395,6
DB00353,DB00528,8
DB05154,DB01406,4
DB14583,DB08881,3
DB00641,DB06670,4
DB00248,DB00391,6
DB00603,DB01645,3
DB01320,DB06412,0
DB00418,DB09223,2
DB06605,DB09049,0
DB04856,DB01076,0
DB13867,DB01337,6
DB00482,DB12831,26
DB11581,DB01201,3
DB00187,DB06268,13
DB00309,DB00849,3
DB05271,DB00700,8
DB11703,DB12245,0
DB00825,DB04841,14
DB01628,DB00197,0
DB01021,DB08895,81
DB00213,DB01041,0
DB00813,DB06268,0
DB12825,DB00898,3
DB00571,DB04839,3
DB00619,DB00531,3
DB00871,DB00757,5
DB11575,DB00661,4
DB00307,DB00641,0
DB01355,DB11732,2
DB00398,DB00762,83
DB00788,DB01201,3
DB08439,DB01128,0
DB00266,DB04841,0
DB08864,DB00973,1
DB13956,DB01268,3
DB06218,DB01171,0
DB01601,DB08899,1
DB00440,DB01069,0
DB00279,DB01046,1
DB01628,DB06154,1
DB01075,DB09082,5
DB08883,DB00388,3
DB01242,DB13874,0
DB06446,DB09262,7
DB14539,DB00266,44
DB04846,DB01466,0
DB00932,DB12161,0
DB00549,DB00648,3
DB00813,DB00320,0
DB00469,DB08907,1
DB01229,DB09270,22
DB00593,DB08815,2
DB00482,DB00363,0
DB00465,DB00978,38
DB00356,DB04574,0
DB00834,DB00740,3
DB01410,DB00397,35
DB04920,DB00220,0
DB00897,DB06218,2
DB04871,DB11859,2
DB04841,DB00877,36
DB05246,DB11156,2
DB08882,DB00313,0
DB00482,DB00836,0
DB09118,DB00248,0
DB01238,DB00829,0
DB00188,DB14033,0
DB00951,DB00394,11
DB12500,DB06290,4
DB00620,DB11737,3
DB13954,DB00472,0
DB04557,DB01156,0
DB06738,DB11632,0
DB01396,DB01483,3
DB01227,DB09076,2
DB00790,DB01032,1
DB00805,DB06144,2
DB09195,DB11691,1
DB00497,DB01236,2
DB00338,DB00222,0
DB00216,DB01364,9
DB14185,DB14669,3
DB01020,DB09256,1
DB00363,DB00588,0
DB00764,DB09063,19
DB11619,DB11823,3
DB08846,DB01165,16
DB02134,DB00435,0
DB06605,DB00661,0
DB11943,DB01182,5
DB09239,DB06154,54
DB00764,DB01196,2
DB01011,DB01137,1
DB09039,DB00647,0
DB11641,DB09099,0
DB12825,DB00648,3
DB01124,DB01241,0
DB09071,DB00487,0
DB11641,DB01200,0
DB01405,DB04855,40
DB01233,DB14568,5
DB01255,DB00496,0
DB00903,DB06228,1
DB00669,DB14185,2
DB00296,DB05990,0
DB00755,DB00499,0
DB06652,DB00897,0
DB01283,DB01037,0
DB00412,DB00365,12
DB09295,DB00934,1
DB00346,DB00199,0
DB00508,DB01352,7
DB00549,DB00621,0
DB08910,DB00806,0
DB00730,DB00915,1
DB11718,DB00426,0
DB14185,DB09053,0
DB04828,DB09285,2
DB06210,DB00631,1
DB00180,DB00749,23
DB01054,DB00622,14
DB00530,DB00285,0
DB01412,DB01242,0
DB01588,DB08910,2
DB06626,DB00773,3
DB09256,DB06772,0
DB09183,DB00242,1
DB01367,DB00313,0
DB00932,DB01380,0
DB01006,DB01232,22
DB00528,DB08906,0
DB14723,DB09280,11
DB01001,DB01409,1
DB06772,DB09102,4
DB00851,DB09245,1
DB00273,DB14575,2
DB00347,DB00580,15
DB00857,DB01029,0
DB09244,DB00209,7
DB00178,DB09090,15
DB04841,DB07615,14
DB00687,DB12612,2
DB00373,DB00441,1
DB01289,DB01221,0
DB00176,DB00794,0
DB08912,DB00570,3
DB00384,DB00289,1
DB09195,DB06016,2
DB00518,DB05928,0
DB01182,DB01044,0
DB00712,DB01580,8
DB11963,DB06233,0
DB00335,DB08865,20
DB00195,DB00393,25
DB00228,DB01110,0
DB00629,DB00472,0
DB01228,DB09231,14
DB00292,DB01454,2
DB01395,DB09230,15
DB00248,DB00327,2
DB01151,DB00695,1
DB04557,DB00469,0
DB00304,DB00949,3
DB00300,DB09048,4
DB00279,DB06209,1
DB00599,DB03575,2
DB00977,DB11703,0
DB06153,DB06700,2
DB00461,DB08828,0
DB01483,DB06716,2
DB13943,DB00891,0
DB00927,DB08808,5
DB05521,DB00503,11
DB12161,DB09173,0
DB00871,DB01002,1
DB00980,DB01224,7
DB12267,DB00214,0
DB00843,DB00328,0
DB01166,DB01233,0
DB06654,DB13879,1
DB00280,DB00342,5
DB00327,DB00690,2
DB09289,DB00898,7
DB00906,DB01483,2
DB11560,DB01118,3
DB00580,DB00718,57
DB04951,DB09198,4
DB00820,DB08932,34
DB06218,DB01211,0
DB00295,DB00490,21
DB00263,DB00373,12
DB04743,DB01586,2
DB14631,DB01283,23
DB00396,DB04920,3
DB00458,DB01295,0
DB12026,DB00831,0
DB00613,DB00719,5
DB00216,DB06678,2
DB04743,DB01030,1
DB00617,DB01186,2
DB00412,DB05018,1
DB00683,DB04844,77
DB11730,DB01083,3
DB00425,DB00477,2
DB09034,DB00398,0
DB01131,DB09119,0
DB00193,DB00993,1
DB06616,DB00591,3
DB00228,DB00532,2
DB01248,DB01128,0
DB04845,DB01320,3
DB00546,DB00633,2
DB00867,DB00187,6
DB00193,DB04829,21
DB00301,DB00412,1
DB00712,DB00963,2
DB00381,DB09013,25
DB00591,DB09256,1
DB09030,DB00642,18
DB09232,DB01016,17
DB00270,DB04842,14
DB00204,DB06442,3
DB11641,DB00196,0
DB00384,DB00325,1
DB01026,DB01169,5
DB01173,DB01062,7
DB11633,DB00701,3
DB09079,DB00624,3
DB08860,DB08899,3
DB09289,DB00491,53
DB01214,DB04948,13
DB00207,DB09118,0
DB00304,DB00333,3
DB01349,DB09216,33
DB09061,DB01274,0
DB00924,DB00549,0
DB01256,DB00829,0
DB00682,DB00993,6
DB09030,DB00829,0
DB00980,DB00208,0
DB09236,DB00875,5
DB00448,DB00295,0
DB00866,DB04908,2
DB09237,DB11737,3
DB00531,DB00924,51
DB00458,DB00879,1
DB01236,DB08897,7
DB01283,DB08934,1
DB00494,DB06716,2
DB04896,DB09214,32
DB04817,DB00780,1
DB06684,DB01577,0
DB00668,DB00122,4
DB00674,DB00938,5
DB00842,DB14006,1
DB01234,DB01628,23
DB01023,DB12319,1
DB00177,DB01116,13
DB09076,DB00790,6
DB00762,DB00472,0
DB01289,DB06729,0
DB01437,DB04871,2
DB00621,DB00091,73
DB01036,DB11823,7
DB00231,DB00776,2
DB00285,DB00763,0
DB01136,DB01118,12
DB00532,DB00238,3
DB08867,DB01645,3
DB01216,DB05271,9
DB01030,DB08912,3
DB11613,DB00788,0
DB00557,DB00817,5
DB00381,DB00672,17
DB00422,DB00706,1
DB00617,DB01598,6
DB00877,DB12825,4
DB01069,DB06153,2
DB01168,DB00325,13
DB01395,DB00819,3
DB01544,DB01016,0
DB09048,DB01177,0
DB01195,DB00333,0
DB06691,DB01104,2
DB00605,DB05676,1
DB09068,DB01394,0
DB08828,DB01138,0
DB00577,DB00349,1
DB01252,DB00264,12
DB09288,DB13955,1
DB00808,DB00934,10
DB01190,DB01355,3
DB00402,DB01234,11
DB01435,DB00203,0
DB14011,DB01174,2
DB01252,DB13928,17
DB00270,DB11642,11
DB00432,DB06154,1
DB04948,DB09351,6
DB01229,DB00938,0
DB00356,DB01587,2
DB09195,DB06691,0
DB00598,DB01011,1
DB00206,DB04946,2
DB06480,DB00295,6
DB09048,DB01274,0
DB01154,DB00458,7
DB04846,DB00313,5
DB00222,DB00705,0
DB00434,DB00677,6
DB00224,DB00764,3
DB01357,DB00338,3
DB08931,DB00705,4
DB00794,DB01227,2
DB01589,DB05676,3
DB00752,DB01337,2
DB01193,DB01214,14
DB00347,DB01029,0
DB06626,DB08873,0
DB00799,DB00916,0
DB00289,DB06154,1
DB06230,DB08934,1
DB00508,DB09224,2
DB13954,DB00926,6
DB01041,DB00469,0
DB14185,DB00218,5
DB06077,DB00468,11
DB00285,DB00370,41
DB09227,DB00914,17
DB00384,DB06204,6
DB00872,DB00412,10
DB01232,DB06730,0
DB11979,DB00412,0
DB01327,DB01105,1
DB01454,DB08439,9
DB12483,DB11963,4
DB00982,DB01168,22
DB09030,DB06413,3
DB00683,DB00726,2
DB00908,DB01120,0
DB08907,DB09071,10
DB11633,DB06174,0
DB14064,DB00343,14
DB00207,DB00636,3
DB01065,DB06144,2
DB11156,DB06153,7
DB01483,DB09225,2
DB09236,DB00461,6
DB11979,DB01114,0
DB00661,DB01169,1
DB00202,DB00461,15
DB00594,DB00669,10
DB06212,DB00833,10
DB06292,DB00613,0
DB01435,DB14065,15
DB00823,DB01154,3
DB04076,DB01590,0
DB00297,DB00178,2
DB00805,DB09013,20
DB00682,DB01169,1
DB01035,DB00709,1
DB00972,DB09076,7
DB05246,DB09290,2
DB01255,DB00881,8
DB00605,DB01577,1
DB00726,DB00496,0
DB00333,DB00178,6
DB06217,DB09231,14
DB01251,DB00184,0
DB11828,DB01248,0
DB00668,DB01388,8
DB00897,DB01234,3
DB01238,DB00218,5
DB09166,DB01220,3
DB00537,DB00390,1
DB00799,DB00615,3
DB00540,DB05928,3
DB00998,DB04908,2
DB00998,DB00499,0
DB14011,DB01251,0
DB06152,DB06403,8
DB09102,DB13943,1
DB01104,DB00907,0
DB00568,DB00428,3
DB00978,DB01244,5
DB00968,DB09082,1
DB01192,DB01218,0
DB01580,DB00227,0
DB00715,DB09224,2
DB00753,DB00434,7
DB00783,DB06813,1
DB01357,DB00555,10
DB00343,DB06176,5
DB09212,DB00842,1
DB11689,DB00571,0
DB01435,DB11691,1
DB00712,DB09128,9
DB00243,DB01275,1
DB08934,DB09123,1
DB11732,DB14063,20
DB14975,DB00481,4
DB08912,DB05039,4
DB00738,DB06209,1
DB00198,DB13952,1
DB00351,DB00532,3
DB00401,DB00502,4
DB01065,DB00744,0
DB01656,DB14019,0
DB00825,DB14066,14
DB11757,DB00744,0
DB00998,DB09289,2
DB03783,DB08896,0
DB00787,DB00300,59
DB00486,DB00377,7
DB00231,DB11855,7
DB04861,DB01075,0
DB00193,DB01122,6
DB00165,DB00182,1
DB00625,DB01069,2
DB00889,DB06700,2
DB00489,DB00865,6
DB00842,DB05928,0
DB01623,DB00393,5
DB01098,DB11901,3
DB00404,DB06684,2
DB00679,DB09295,9
DB00949,DB09078,5
DB00877,DB09231,36
DB06652,DB04868,0
DB00499,DB00412,0
DB01411,DB01085,0
DB00180,DB01873,4
DB12010,DB13944,1
DB12693,DB01041,7
DB15035,DB09235,0
DB04938,DB00327,0
DB01268,DB00333,3
DB09198,DB00501,0
DB12130,DB06218,0
DB00843,DB00627,0
DB00188,DB00623,0
DB09068,DB00755,0
DB01338,DB01172,12
DB00916,DB01182,5
DB06716,DB09089,7
DB01256,DB12015,0
DB00825,DB01405,5
DB13919,DB00444,0
DB00487,DB14185,5
DB00231,DB09119,2
DB00433,DB01764,0
DB00812,DB04828,2
DB00215,DB01587,2
DB00656,DB01072,5
DB00701,DB00810,0
DB09288,DB00582,0
DB06176,DB01590,4
DB12825,DB06233,0
DB00213,DB08860,1
DB06212,DB00993,10
DB00091,DB01483,3
DB13946,DB13783,47
DB11915,DB06595,0
DB04845,DB01248,0
DB00205,DB00158,6
DB04817,DB13944,1
DB00881,DB00177,92
DB00780,DB09166,2
DB00736,DB11586,30
DB00297,DB01012,0
DB01223,DB13003,3
DB00518,DB12532,0
DB00188,DB01685,0
DB04076,DB00827,0
DB00544,DB06772,2
DB04948,DB09123,1
DB00115,DB00962,1
DB00289,DB00940,7
DB12612,DB00758,0
DB14975,DB09063,4
DB01103,DB00933,5
DB14631,DB01252,19
DB00593,DB01037,2
DB01224,DB00755,0
DB09297,DB11732,4
DB09238,DB09213,6
DB14185,DB00444,0
