Drug1_ID,Drug2_ID,Y
DB00519,DB14063,15
DB04946,DB00361,0
DB00300,DB08910,1
DB01149,DB00401,24
DB00461,DB00684,1
DB06589,DB09555,5
DB09080,DB09204,6
DB01583,DB06626,6
DB01192,DB00203,0
DB01174,DB00443,3
DB01327,DB01587,1
DB01114,DB01405,5
DB01337,DB00972,7
DB00559,DB08896,0
DB00487,DB00714,5
DB00909,DB09236,14
DB08808,DB00312,11
DB00757,DB00906,2
DB01009,DB00333,1
DB06201,DB00397,6
DB04898,DB09079,18
DB01075,DB01155,5
DB06506,DB00972,0
DB00550,DB05928,6
DB00292,DB01295,6
DB11156,DB00193,29
DB00537,DB00827,5
DB00862,DB11901,11
DB13944,DB01065,0
DB09076,DB05271,0
DB01028,DB00972,7
DB13952,DB01251,6
DB00470,DB08860,1
DB00422,DB09239,8
DB06603,DB12332,0
DB00461,DB01212,1
DB11652,DB00636,0
DB00759,DB01221,1
DB00698,DB08910,1
DB00811,DB01233,1
DB00712,DB00289,1
DB00398,DB06791,0
DB06512,DB00193,0
DB11979,DB00307,0
DB00091,DB09237,4
DB00998,DB00629,0
DB09166,DB06730,0
DB00829,DB11156,2
DB00445,DB01384,2
DB00675,DB00673,0
DB05294,DB06412,0
DB06212,DB07348,4
DB11273,DB04861,45
DB00759,DB09244,1
DB04855,DB00668,0
DB08883,DB01201,3
DB00312,DB00879,1
DB00887,DB01396,2
DB11614,DB11986,5
DB01098,DB00969,0
DB12147,DB08439,0
DB00673,DB00394,3
DB01580,DB00338,0
DB00176,DB04868,0
DB01454,DB09241,41
DB11613,DB08881,4
DB01303,DB01137,0
DB01184,DB00497,0
DB00790,DB01199,37
DB00823,DB13952,3
DB13955,DB01233,0
DB04552,DB00290,1
DB01238,DB00568,5
DB00764,DB04951,2
DB00959,DB01067,19
DB01171,DB04844,2
DB00675,DB06777,0
DB00391,DB09185,2
DB13944,DB01029,0
DB08439,DB09078,0
DB12026,DB00321,0
DB09295,DB01024,1
DB00377,DB08881,0
DB00334,DB06678,2
DB05095,DB00244,2
DB01624,DB12161,2
DB01124,DB01136,12
DB09299,DB09330,3
DB00843,DB00440,0
DB00469,DB14063,15
DB00353,DB01628,9
DB01407,DB01223,2
DB00734,DB00843,2
DB09285,DB00441,1
DB12978,DB01384,3
DB04725,DB00682,26
DB01392,DB01295,8
DB00324,DB00672,19
DB00672,DB00564,1
DB01132,DB00414,12
DB00969,DB01403,7
DB09061,DB14033,0
DB00337,DB06603,2
DB00474,DB00831,2
DB06652,DB00862,0
DB14631,DB01406,86
DB00805,DB09295,9
DB00091,DB09143,0
DB00605,DB01359,8
DB01331,DB06228,1
DB11614,DB00757,5
DB04842,DB09166,2
DB00684,DB00418,1
DB04871,DB00898,7
DB01104,DB01032,0
DB00196,DB00502,5
DB00918,DB00933,2
DB01238,DB00195,24
DB09143,DB00834,3
DB01192,DB13874,0
DB01098,DB00359,12
DB01098,DB07348,0
DB00865,DB01245,2
DB01115,DB09236,13
DB01015,DB01645,0
DB06702,DB00412,0
DB01191,DB09555,0
DB06739,DB01120,0
DB08882,DB00588,19
DB01621,DB00338,0
DB11718,DB00448,3
DB12026,DB06729,0
DB01411,DB09078,3
DB01023,DB00184,0
DB06626,DB06595,0
DB00946,DB09299,0
DB09299,DB01587,1
DB01159,DB01173,7
DB01159,DB00668,14
DB01198,DB01071,0
DB01039,DB00624,3
DB00250,DB00537,0
DB01184,DB00764,0
DB00674,DB11586,0
DB06728,DB00763,0
DB00988,DB09262,1
DB00936,DB00243,1
DB00980,DB00250,0
DB09039,DB08811,0
DB01108,DB01129,0
DB00404,DB00176,4
DB00916,DB11943,5
DB01227,DB11691,6
DB06710,DB09224,1
DB00414,DB00866,12
DB14975,DB01320,4
DB04884,DB06725,32
DB00208,DB01182,0
DB00518,DB00951,0
DB01221,DB00481,0
DB00543,DB00749,9
DB06290,DB00301,1
DB00945,DB05039,9
DB00530,DB01393,0
DB01587,DB09082,1
DB04829,DB01177,0
DB12141,DB00769,3
DB00603,DB00607,3
DB00784,DB00982,1
DB08846,DB00718,16
DB04855,DB05095,9
DB01601,DB09214,1
DB00564,DB00218,0
DB01558,DB00927,0
DB00396,DB00665,0
DB00864,DB01232,4
DB00812,DB01167,15
DB00783,DB01128,0
DB00471,DB01201,3
DB06700,DB05229,56
DB01132,DB00396,6
DB00794,DB09238,0
DB01228,DB00317,0
DB01593,DB04920,6
DB06203,DB01405,12
DB12825,DB00204,40
DB04743,DB09273,9
DB15444,DB01483,3
DB11817,DB11732,4
DB00721,DB01267,2
DB00933,DB06412,0
DB00577,DB09185,1
DB08931,DB00808,12
DB00956,DB00321,7
DB00333,DB06204,2
DB06678,DB04846,0
DB00333,DB13179,0
DB12147,DB00322,0
DB00865,DB00938,9
DB00619,DB01174,3
DB08867,DB05541,3
DB00234,DB00347,2
DB00309,DB01220,3
DB00813,DB05246,2
DB11560,DB01075,0
DB00435,DB06695,1
DB11967,DB00477,0
DB01181,DB00916,0
DB01229,DB00454,3
DB00477,DB00889,2
DB01558,DB09123,1
DB06292,DB00685,12
DB00860,DB04743,23
DB00500,DB14126,59
DB09063,DB08881,4
DB00557,DB01218,5
DB09048,DB00273,3
DB01095,DB00829,0
DB08804,DB01252,28
DB01236,DB00631,18
DB00211,DB00818,9
DB00313,DB00193,21
DB01466,DB01166,0
DB04574,DB01044,0
DB00292,DB06726,6
DB00532,DB00537,0
DB01435,DB00170,3
DB08860,DB00969,0
DB08808,DB01128,0
DB00277,DB06268,0
DB00519,DB00968,13
DB09214,DB12161,1
DB04829,DB09213,9
DB00737,DB00757,2
DB06201,DB01394,3
DB00421,DB01297,15
DB01395,DB11901,3
DB01367,DB00544,0
DB00451,DB00435,0
DB06603,DB01698,0
DB00968,DB01011,1
DB02703,DB00549,0
DB01126,DB05676,3
DB12093,DB01016,17
DB00206,DB00641,1
DB00521,DB09235,14
DB00420,DB08922,2
DB00875,DB09223,2
DB03756,DB00501,0
DB09289,DB00668,0
DB00544,DB00176,0
DB00315,DB01244,8
DB13783,DB01193,8
DB00347,DB09245,2
DB01590,DB09239,4
DB00346,DB01149,0
DB00635,DB00960,1
DB14975,DB00549,4
DB11712,DB01184,0
DB00714,DB04896,2
DB01137,DB11901,1
DB01412,DB00708,6
DB00454,DB00889,2
DB00812,DB00412,1
DB09079,DB08864,0
DB01149,DB00715,0
DB00571,DB02709,0
DB00486,DB08893,31
DB06817,DB13878,0
DB00862,DB00790,34
DB01065,DB00238,0
DB00218,DB01218,5
DB00904,DB01105,2
DB11827,DB00437,10
DB00849,DB00397,6
DB00721,DB00741,6
DB00731,DB06230,1
DB01576,DB06287,0
DB00699,DB00841,45
DB01138,DB00006,18
DB11689,DB00176,4
DB00699,DB00592,0
DB04844,DB09061,0
DB00433,DB09118,0
DB01142,DB00857,0
DB00203,DB01621,0
DB00813,DB00468,0
DB00978,DB00607,3
DB00563,DB00731,1
DB00290,DB09256,1
DB00542,DB00197,17
DB00295,DB01136,4
DB00091,DB06176,0
DB00549,DB01222,3
DB01420,DB06700,1
DB11614,DB00549,0
DB04557,DB00726,0
DB01021,DB00763,10
DB00264,DB01167,0
DB00628,DB08910,2
DB00211,DB01267,6
DB12015,DB08896,4
DB00482,DB00665,1
DB01215,DB01352,2
DB00857,DB00461,0
DB00469,DB00867,9
DB00656,DB01228,5
DB05351,DB01319,30
DB12070,DB09296,0
DB12483,DB00700,0
DB00599,DB12161,77
DB14975,DB00814,0
DB01283,DB01357,76
DB14185,DB00285,0
DB00491,DB01182,12
DB04840,DB00699,0
DB11827,DB00690,10
DB00594,DB00279,10
DB01367,DB14635,0
DB00694,DB06700,0
DB01251,DB00705,0
DB01142,DB00328,0
DB00337,DB01169,2
DB00541,DB06730,0
DB01114,DB00598,0
DB00568,DB11730,5
DB01136,DB08895,20
DB00281,DB00169,0
DB00546,DB04871,2
DB01359,DB00188,0
DB01338,DB06216,2
DB13946,DB05676,3
DB11703,DB00418,3
DB01190,DB01032,3
DB05239,DB01656,0
DB01100,DB04574,0
DB06201,DB01171,2
DB00787,DB00833,1
DB09076,DB06155,82
DB00940,DB00701,30
DB00697,DB00343,5
DB12483,DB01411,0
DB15566,DB06292,19
DB01466,DB01274,0
DB09351,DB00201,2
DB01623,DB00640,5
DB05229,DB00851,18
DB01142,DB09089,7
DB00482,DB00817,38
DB12147,DB00763,0
DB00397,DB06726,6
DB00252,DB04920,0
DB06506,DB01580,0
DB09119,DB11859,2
DB01395,DB00432,6
DB00998,DB00934,0
DB01054,DB00749,6
DB00908,DB13179,4
DB01195,DB00363,0
DB09330,DB01248,3
DB01215,DB06594,2
DB01338,DB12278,7
DB06789,DB00199,0
DB01100,DB11855,0
DB00914,DB00409,0
DB01067,DB00554,49
DB00224,DB00776,3
DB06789,DB06218,3
DB01001,DB09195,1
DB12070,DB05812,0
DB01685,DB01101,0
DB13874,DB01208,0
DB01033,DB01181,2
DB00369,DB00564,1
DB09227,DB09232,14
DB00206,DB05018,1
DB00834,DB00891,12
DB01559,DB00641,3
DB00195,DB01045,3
DB11963,DB09034,4
DB00715,DB00582,0
DB09212,DB00881,33
DB00591,DB08895,36
DB01394,DB01204,0
DB01268,DB00246,5
DB00983,DB01016,0
DB13946,DB00701,0
DB00186,DB00559,3
DB01211,DB01208,5
DB06739,DB00588,0
DB01048,DB00977,3
DB15444,DB01149,4
DB01190,DB08911,3
DB00843,DB03756,0
DB00829,DB01050,1
DB13943,DB01029,0
DB00224,DB01388,0
DB07615,DB00216,0
DB01119,DB00441,10
DB06603,DB06290,0
DB01080,DB01621,2
DB01380,DB09213,23
DB00228,DB00327,2
DB09213,DB00730,1
DB00501,DB01037,0
DB01331,DB04574,1
DB00883,DB09238,54
DB01233,DB04946,2
DB00851,DB01108,2
DB00906,DB00949,2
DB01199,DB00794,2
DB00998,DB00503,3
DB00281,DB00394,3
DB13946,DB00696,47
DB00323,DB01039,1
DB00675,DB07348,0
DB02134,DB01195,0
DB01229,DB01234,3
DB00628,DB00849,2
DB00356,DB09205,1
DB14126,DB00313,16
DB00281,DB00794,3
DB01068,DB14538,3
DB09049,DB13878,4
DB00968,DB08865,20
DB01589,DB00665,0
DB00563,DB08880,2
DB01259,DB00603,0
DB08918,DB01259,0
DB00277,DB08906,0
DB01251,DB00351,6
DB01408,DB06725,9
DB08881,DB11642,11
DB00642,DB01234,2
DB00248,DB00338,3
DB13874,DB00603,3
DB01331,DB08877,1
DB09198,DB00418,3
DB09214,DB06605,26
DB01079,DB06512,0
DB09026,DB01349,15
DB00482,DB01059,38
DB01206,DB08906,2
DB00328,DB00187,8
DB00309,DB00559,3
DB00700,DB01295,15
DB11718,DB13952,3
DB09082,DB00827,5
DB01221,DB00197,0
DB01624,DB01023,24
DB06414,DB00213,0
DB14538,DB00813,0
DB00903,DB00960,1
DB00571,DB00938,65
DB06335,DB00531,0
DB01132,DB00758,4
DB00684,DB00661,1
DB04665,DB00307,18
DB04817,DB01359,8
DB07615,DB00398,0
DB01409,DB00790,6
DB06594,DB01129,3
DB03615,DB00266,18
DB09231,DB00977,0
DB01268,DB12532,0
DB06446,DB01173,7
DB11718,DB01601,4
DB01177,DB00440,0
DB00586,DB00279,1
DB01628,DB11156,1
DB06789,DB01076,0
DB06781,DB00388,9
DB01409,DB01244,0
DB06594,DB06442,0
DB00575,DB00264,24
DB01483,DB01587,2
DB00933,DB09076,7
DB00549,DB04894,0
DB00320,DB05271,46
DB00469,DB06654,0
DB01229,DB02709,0
DB01046,DB00593,6
DB00532,DB00363,0
DB00588,DB00465,23
DB00356,DB04574,0
DB11828,DB00741,3
DB00397,DB00808,97
DB01577,DB00220,0
DB01253,DB00898,7
DB09212,DB04871,1
DB09282,DB00881,13
DB05246,DB09229,14
DB00313,DB05015,0
DB00482,DB06603,0
DB00248,DB09166,2
DB08883,DB00831,7
DB06725,DB00188,0
DB00395,DB00763,0
DB06290,DB11901,11
DB01068,DB00620,3
DB00472,DB00607,3
DB01159,DB01595,2
DB06738,DB08910,2
DB01396,DB01587,0
DB01228,DB14065,14
DB11979,DB00794,3
DB00806,DB01024,1
DB13953,DB09198,0
DB00497,DB06701,2
DB00222,DB04856,0
DB00216,DB00678,8
DB14512,DB14538,2
DB01021,DB09288,6
DB00365,DB01097,11
DB00764,DB06203,19
DB15233,DB11633,0
DB01166,DB06813,1
DB01098,DB00435,0
DB06292,DB00661,0
DB01183,DB06209,1
DB11642,DB06153,6
DB11362,DB00764,0
DB01075,DB01012,0
DB00647,DB11586,0
DB14568,DB09101,0
DB00805,DB00656,41
DB01126,DB04817,9
DB00851,DB00487,0
DB13956,DB01204,1
DB01407,DB12371,9
DB01295,DB01233,0
DB01429,DB00496,0
DB00904,DB11642,11
DB04868,DB00669,1
DB00296,DB01043,1
DB01254,DB00499,0
DB00946,DB00898,3
DB01039,DB13879,0
DB11827,DB00365,12
DB00936,DB05271,9
DB00199,DB01175,5
DB00508,DB00996,2
DB00550,DB05676,2
DB00808,DB00982,1
DB09071,DB00730,0
DB00428,DB00591,2
DB09054,DB12466,4
DB04828,DB09205,1
DB00631,DB01068,1
DB00677,DB00180,6
DB00717,DB00622,0
DB00285,DB00392,7
DB01244,DB11638,0
DB01589,DB06684,2
DB00776,DB08897,7
DB09213,DB06772,0
DB00242,DB06616,2
DB12020,DB00313,0
DB00933,DB01018,2
DB11362,DB01009,6
DB00528,DB00912,17
DB13946,DB09285,47
DB01002,DB06211,1
DB06772,DB09030,4
DB09289,DB00852,12
DB00273,DB00323,2
DB00347,DB00790,15
DB00860,DB00887,35
DB06282,DB00209,7
DB00180,DB00322,2
DB04841,DB11855,7
DB00861,DB00687,23
DB00373,DB00776,0
DB01264,DB01222,0
DB00176,DB01580,0
DB09071,DB00570,0
DB00289,DB14185,2
DB12026,DB05990,0
DB00977,DB00518,0
DB06287,DB01045,3
DB00712,DB01157,1
DB06230,DB09068,1
DB00711,DB00335,20
DB09244,DB00195,13
DB00228,DB06446,2
DB01142,DB00472,4
DB01229,DB06739,3
DB00292,DB01080,2
DB01656,DB01395,0
DB00248,DB00482,9
DB00695,DB12278,10
DB00470,DB00696,7
DB06725,DB00304,0
DB01050,DB00300,59
DB09214,DB00279,1
DB09299,DB00599,3
DB00978,DB05812,4
DB06153,DB06152,24
DB00461,DB01166,18
DB01544,DB09034,7
DB00897,DB01241,22
DB00928,DB01046,1
DB01217,DB00503,0
DB09183,DB13125,1
DB00872,DB01215,10
DB00980,DB04920,0
DB00214,DB00400,3
DB00328,DB12245,0
DB08868,DB01167,0
DB06652,DB13174,0
DB00334,DB00280,5
DB08860,DB00327,0
DB00903,DB01283,6
DB08815,DB00907,5
DB01591,DB01119,8
DB00580,DB04725,2
DB04948,DB13953,0
DB00822,DB01244,5
DB01212,DB06702,1
DB00295,DB01039,0
DB00263,DB00706,12
DB01587,DB08922,2
DB13943,DB01289,28
DB11641,DB00396,3
DB00458,DB00695,1
DB06210,DB00834,4
DB00613,DB01394,0
DB00216,DB00228,2
DB01032,DB06736,1
DB00617,DB06210,0
DB01076,DB00412,0
DB00683,DB01274,1
DB01087,DB01410,0
DB00425,DB01005,0
DB08918,DB00398,0
DB04920,DB01132,17
DB00193,DB00642,1
DB00592,DB00679,0
DB00228,DB00273,2
DB01129,DB01685,0
DB11967,DB01320,3
DB06738,DB00546,2
DB00187,DB01036,5
DB00193,DB00390,2
DB09183,DB00300,4
DB00712,DB01544,0
DB00934,DB00381,0
DB00591,DB01251,19
DB01137,DB00642,1
DB01018,DB01198,2
DB00270,DB00476,71
DB00204,DB00591,3
DB04861,DB00196,0
DB00752,DB00325,13
DB01183,DB01026,0
DB01064,DB01216,9
DB01454,DB00701,0
DB00624,DB14575,0
DB08860,DB11855,1
DB00491,DB04574,6
DB01215,DB11732,2
DB00207,DB00836,0
DB01268,DB00304,6
DB14568,DB01352,3
DB13874,DB01275,0
DB12483,DB00549,0
DB00829,DB03756,0
DB05271,DB00682,2
DB00831,DB01137,0
DB00208,DB09048,0
DB00877,DB01764,0
DB00295,DB00957,4
DB00867,DB09262,31
DB11090,DB09238,70
DB00532,DB00683,2
DB06728,DB00458,0
DB01238,DB11943,3
DB11823,DB01289,0
DB00968,DB00494,0
DB04896,DB06262,64
DB12070,DB00783,16
DB06506,DB01577,0
DB00122,DB09555,4
DB11718,DB00674,0
DB00843,DB08899,3
DB01235,DB09241,41
DB09076,DB01023,0
DB00177,DB00788,33
DB01392,DB00792,0
DB00472,DB11823,2
DB01295,DB04832,4
DB11979,DB01454,0
DB13944,DB00091,73
DB01036,DB03756,0
DB00231,DB01589,2
DB00285,DB01117,0
DB01118,DB12015,11
DB00238,DB01173,0
DB11633,DB01645,3
DB01359,DB01218,0
DB06789,DB01032,3
DB00790,DB04861,20
DB01591,DB00559,8
DB00381,DB13955,3
DB00422,DB06700,1
DB00738,DB00619,5
DB00881,DB00908,16
DB01071,DB09083,5
DB01023,DB00325,13
DB06292,DB00820,10
DB01018,DB09101,0
DB01181,DB04794,0
DB00912,DB00333,0
DB01105,DB01200,2
DB00605,DB06637,1
DB01395,DB04846,15
DB01151,DB01142,0
DB00349,DB12466,4
DB00264,DB13952,3
DB09290,DB11837,0
DB01184,DB00810,6
DB01192,DB06282,2
DB00404,DB00836,0
DB13956,DB00203,0
DB01175,DB08816,18
DB01254,DB06228,26
DB00270,DB04948,5
DB00598,DB00433,4
DB05541,DB04948,12
DB00943,DB01050,16
DB00356,DB01176,2
DB06712,DB06684,0
DB00598,DB06414,0
DB00295,DB00206,4
DB00295,DB14575,2
DB12141,DB01275,0
DB00458,DB04957,5
DB00313,DB00810,7
DB00222,DB04832,17
DB01621,DB00434,7
DB11586,DB00224,0
DB00338,DB00343,0
DB00784,DB00705,0
DB14568,DB00794,3
DB06626,DB01590,16
DB00753,DB06268,8
DB01195,DB08903,5
DB00347,DB06210,0
DB06616,DB14575,3
DB00802,DB09185,2
DB00289,DB00440,1
DB15444,DB06228,0
DB01338,DB00514,7
DB09118,DB00927,0
DB00470,DB00588,7
DB06282,DB00218,5
DB00469,DB13345,9
DB01136,DB00283,0
DB00915,DB06691,5
DB01253,DB00388,45
DB06292,DB00412,0
DB01233,DB01435,55
DB00833,DB00412,1
DB01108,DB14635,0
DB09239,DB01454,6
DB11967,DB12978,0
DB01195,DB00983,0
DB09054,DB06412,0
DB00903,DB00683,1
DB00909,DB12161,5
DB08907,DB11090,10
DB06155,DB09128,2
DB00343,DB00905,13
DB00207,DB00400,3
DB01067,DB06211,1
DB06152,DB08907,17
DB01544,DB12278,7
DB00461,DB00763,1
DB13944,DB01115,0
DB00661,DB14635,0
DB00202,DB00836,15
DB00594,DB09223,10
DB00834,DB01119,12
DB14126,DB00615,3
DB01576,DB01435,0
DB00827,DB09231,5
DB11641,DB01590,4
DB11090,DB00178,15
DB00805,DB00850,74
DB00682,DB11963,3
DB00712,DB01395,15
DB12371,DB00972,0
DB05246,DB09227,14
DB06654,DB00883,27
DB00605,DB06154,1
DB00496,DB00514,0
DB09089,DB00178,6
DB06216,DB11730,5
DB00184,DB00292,31
DB04896,DB01252,17
DB00668,DB00726,88
DB00898,DB06817,22
DB00938,DB00218,5
DB06287,DB01221,3
DB09068,DB00390,1
DB04871,DB00615,3
DB00541,DB00851,2
DB09167,DB01001,9
DB00500,DB00668,9
DB01253,DB01435,9
DB09013,DB06148,0
DB14185,DB09102,0
DB09185,DB00908,1
DB00432,DB00541,2
DB01079,DB00979,6
DB00969,DB09245,2
DB01193,DB14568,5
DB00227,DB09280,0
DB01177,DB00715,0
DB00434,DB04842,5
DB04889,DB00783,0
DB00555,DB09166,2
DB00343,DB00489,25
DB00843,DB01384,6
DB00571,DB09078,4
DB06204,DB01435,0
DB00712,DB09214,2
DB00243,DB00328,1
DB08934,DB09223,1
DB14568,DB11753,3
DB12267,DB00481,0
DB05039,DB08820,4
DB13003,DB00738,19
DB00199,DB00421,1
DB00351,DB01483,3
DB00402,DB09073,0
DB09079,DB00745,3
DB04828,DB01656,1
DB08846,DB00827,16
DB09074,DB00745,3
DB01001,DB08865,5
DB09213,DB03783,0
DB00297,DB00503,4
DB00377,DB00819,2
DB00231,DB00921,7
DB01079,DB01409,0
DB09214,DB00193,1
DB00165,DB00280,1
DB08828,DB00625,0
DB13943,DB00891,0
DB00489,DB01067,17
DB00843,DB01601,0
DB00393,DB04817,6
DB01100,DB09291,0
DB00404,DB06154,1
DB00679,DB09232,24
DB11963,DB00949,3
DB00881,DB11901,16
DB11689,DB04868,4
DB00412,DB06268,0
DB08883,DB01087,0
DB00182,DB15685,9
DB12978,DB12015,3
DB01043,DB01384,6
DB09237,DB11574,4
DB00327,DB01097,0
DB01656,DB00333,3
DB14011,DB00501,0
DB06218,DB11642,11
DB00628,DB05271,46
DB00297,DB00188,0
DB00757,DB00849,2
DB01173,DB06468,5
DB06218,DB00916,0
DB11732,DB06712,20
DB13956,DB01259,0
DB00972,DB00827,0
DB00444,DB00875,51
DB01166,DB00487,0
DB00231,DB01028,2
DB00433,DB01598,51
DB00813,DB00871,9
DB01065,DB00215,2
DB00656,DB12245,5
DB00704,DB01186,21
DB00585,DB14631,6
DB11718,DB01590,0
DB06230,DB08877,1
DB00213,DB12887,1
DB00996,DB09289,2
DB00669,DB00091,85
DB13857,DB13946,3
DB06594,DB09245,2
DB14544,DB01251,19
DB06813,DB00158,6
DB09371,DB04817,3
DB00177,DB00762,16
DB01177,DB00780,0
DB00737,DB06678,2
DB00297,DB00695,2
DB08882,DB01224,6
DB00519,DB00537,15
DB00188,DB01621,0
DB00829,DB01026,0
DB09236,DB00544,5
DB06716,DB04948,12
DB00115,DB00918,1
DB00289,DB08864,0
DB00861,DB00760,1
DB09299,DB09068,1
DB06292,DB00933,0
DB01254,DB01591,5
DB00593,DB01601,5
DB00938,DB00757,5
DB09330,DB11901,3
DB11823,DB09213,9
DB00444,DB13955,3
